"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	Population
	"2010"	"2010"	"South Carolina"	"45"	4635649
	"2010"	"2010"	"South Dakota"	"46"	816166
	"2010"	"2010"	"Tennessee"	"47"	6355311
	"2010"	"2010"	"Texas"	"48"	25241971
	"2010"	"2010"	"Utah"	"49"	2775332
	"2010"	"2010"	"Vermont"	"50"	625879
	"2010"	"2010"	"Virginia"	"51"	8023699
	"2010"	"2010"	"Washington"	"53"	6742830
	"2010"	"2010"	"West Virginia"	"54"	1854239
	"2010"	"2010"	"Wisconsin"	"55"	5690475
	"2010"	"2010"	"Wyoming"	"56"	564487
	"2011"	"2011"	"Alabama"	"01"	4799069
	"2011"	"2011"	"Alaska"	"02"	722128
	"2011"	"2011"	"Arizona"	"04"	6472643
	"2011"	"2011"	"Arkansas"	"05"	2940667
	"2011"	"2011"	"California"	"06"	37638369
	"2011"	"2011"	"Colorado"	"08"	5121108
	"2011"	"2011"	"Connecticut"	"09"	3588283
	"2011"	"2011"	"Delaware"	"10"	907381
	"2011"	"2011"	"District of Columbia"	"11"	619800
	"2011"	"2011"	"Florida"	"12"	19053237
	"2011"	"2011"	"Georgia"	"13"	9802431
	"2011"	"2011"	"Hawaii"	"15"	1379329
	"2011"	"2011"	"Idaho"	"16"	1583910
	"2011"	"2011"	"Illinois"	"17"	12867454
	"2011"	"2011"	"Indiana"	"18"	6516528
	"2011"	"2011"	"Iowa"	"19"	3066336
	"2011"	"2011"	"Kansas"	"20"	2869225
	"2011"	"2011"	"Kentucky"	"21"	4369821
	"2011"	"2011"	"Louisiana"	"22"	4575625
	"2011"	"2011"	"Maine"	"23"	1328284
	"2011"	"2011"	"Maryland"	"24"	5839419
	"2011"	"2011"	"Massachusetts"	"25"	6613583
	"2011"	"2011"	"Michigan"	"26"	9882412
	"2011"	"2011"	"Minnesota"	"27"	5346143
	"2011"	"2011"	"Mississippi"	"28"	2978731
	"2011"	"2011"	"Missouri"	"29"	6010275
	"2011"	"2011"	"Montana"	"30"	997316
	"2011"	"2011"	"Nebraska"	"31"	1840672
	"2011"	"2011"	"Nevada"	"32"	2712730
	"2011"	"2011"	"New Hampshire"	"33"	1320202
	"2011"	"2011"	"New Jersey"	"34"	8828117
	"2011"	"2011"	"New Mexico"	"35"	2080450
	"2011"	"2011"	"New York"	"36"	19499241
	"2011"	"2011"	"North Carolina"	"37"	9657592
	"2011"	"2011"	"North Dakota"	"38"	685225
	"2011"	"2011"	"Ohio"	"39"	11544663
	"2011"	"2011"	"Oklahoma"	"40"	3788379
	"2011"	"2011"	"Oregon"	"41"	3872036
	"2011"	"2011"	"Pennsylvania"	"42"	12745815
	"2011"	"2011"	"Rhode Island"	"44"	1053649
	"2011"	"2011"	"South Carolina"	"45"	4671994
	"2011"	"2011"	"South Dakota"	"46"	823579
	"2011"	"2011"	"Tennessee"	"47"	6399291
	"2011"	"2011"	"Texas"	"48"	25645629
	"2011"	"2011"	"Utah"	"49"	2814384
	"2011"	"2011"	"Vermont"	"50"	627049
	"2011"	"2011"	"Virginia"	"51"	8101155
	"2011"	"2011"	"Washington"	"53"	6826627
	"2011"	"2011"	"West Virginia"	"54"	1856301
	"2011"	"2011"	"Wisconsin"	"55"	5705288
	"2011"	"2011"	"Wyoming"	"56"	567299
	"2012"	"2012"	"Alabama"	"01"	4815588
	"2012"	"2012"	"Alaska"	"02"	730443
	"2012"	"2012"	"Arizona"	"04"	6554978
	"2012"	"2012"	"Arkansas"	"05"	2952164
	"2012"	"2012"	"California"	"06"	37948800
	"2012"	"2012"	"Colorado"	"08"	5192647
	"2012"	"2012"	"Connecticut"	"09"	3594547
	"2012"	"2012"	"Delaware"	"10"	915179
	"2012"	"2012"	"District of Columbia"	"11"	634924
	"2012"	"2012"	"Florida"	"12"	19297822
	"2012"	"2012"	"Georgia"	"13"	9901430
	"2012"	"2012"	"Hawaii"	"15"	1394804
	"2012"	"2012"	"Idaho"	"16"	1595324
	"2012"	"2012"	"Illinois"	"17"	12882510
	"2012"	"2012"	"Indiana"	"18"	6537703
	"2012"	"2012"	"Iowa"	"19"	3076190
	"2012"	"2012"	"Kansas"	"20"	2885257
	"2012"	"2012"	"Kentucky"	"21"	4386346
	"2012"	"2012"	"Louisiana"	"22"	4600972
	"2012"	"2012"	"Maine"	"23"	1327729
	"2012"	"2012"	"Maryland"	"24"	5886992
	"2012"	"2012"	"Massachusetts"	"25"	6663005
	"2012"	"2012"	"Michigan"	"26"	9897145
	"2012"	"2012"	"Minnesota"	"27"	5376643
	"2012"	"2012"	"Mississippi"	"28"	2983816
	"2012"	"2012"	"Missouri"	"29"	6024367
	"2012"	"2012"	"Montana"	"30"	1003783
	"2012"	"2012"	"Nebraska"	"31"	1853303
	"2012"	"2012"	"Nevada"	"32"	2743996
	"2012"	"2012"	"New Hampshire"	"33"	1324232
	"2012"	"2012"	"New Jersey"	"34"	8844942
	"2012"	"2012"	"New Mexico"	"35"	2087309
	"2012"	"2012"	"New York"	"36"	19572932
	"2012"	"2012"	"North Carolina"	"37"	9749476
	"2012"	"2012"	"North Dakota"	"38"	701176
	"2012"	"2012"	"Ohio"	"39"	11548923
	"2012"	"2012"	"Oklahoma"	"40"	3818814
	"2012"	"2012"	"Oregon"	"41"	3899001
	"2012"	"2012"	"Pennsylvania"	"42"	12767118
	"2012"	"2012"	"Rhode Island"	"44"	1054621
	"2012"	"2012"	"South Carolina"	"45"	4717354
	"2012"	"2012"	"South Dakota"	"46"	833566
	"2012"	"2012"	"Tennessee"	"47"	6453898
	"2012"	"2012"	"Texas"	"48"	26084481
	"2012"	"2012"	"Utah"	"49"	2853375
	"2012"	"2012"	"Vermont"	"50"	626090
	"2012"	"2012"	"Virginia"	"51"	8185080
	"2012"	"2012"	"Washington"	"53"	6897058
	"2012"	"2012"	"West Virginia"	"54"	1856872
	"2012"	"2012"	"Wisconsin"	"55"	5719960
	"2012"	"2012"	"Wyoming"	"56"	576305
	"2013"	"2013"	"Alabama"	"01"	4830081
	"2013"	"2013"	"Alaska"	"02"	737068
	"2013"	"2013"	"Arizona"	"04"	6632764
	"2013"	"2013"	"Arkansas"	"05"	2959400
	"2013"	"2013"	"California"	"06"	38260787
	"2013"	"2013"	"Colorado"	"08"	5269035
	"2013"	"2013"	"Connecticut"	"09"	3594841
	"2013"	"2013"	"Delaware"	"10"	923576
	"2013"	"2013"	"District of Columbia"	"11"	650581
	"2013"	"2013"	"Florida"	"12"	19545621
	"2013"	"2013"	"Georgia"	"13"	9972479
	"2013"	"2013"	"Hawaii"	"15"	1408243
	"2013"	"2013"	"Idaho"	"16"	1611206
	"2013"	"2013"	"Illinois"	"17"	12895129
	"2013"	"2013"	"Indiana"	"18"	6568713
	"2013"	"2013"	"Iowa"	"19"	3092997
	"2013"	"2013"	"Kansas"	"20"	2893212
	"2013"	"2013"	"Kentucky"	"21"	4404659
	"2013"	"2013"	"Louisiana"	"22"	4624527
	"2013"	"2013"	"Maine"	"23"	1328009
	"2013"	"2013"	"Maryland"	"24"	5923188
	"2013"	"2013"	"Massachusetts"	"25"	6713315
	"2013"	"2013"	"Michigan"	"26"	9913065
	"2013"	"2013"	"Minnesota"	"27"	5413479
	"2013"	"2013"	"Mississippi"	"28"	2988711
	"2013"	"2013"	"Missouri"	"29"	6040715
	"2013"	"2013"	"Montana"	"30"	1013569
	"2013"	"2013"	"Nebraska"	"31"	1865279
	"2013"	"2013"	"Nevada"	"32"	2775970
	"2013"	"2013"	"New Hampshire"	"33"	1326622
	"2013"	"2013"	"New Jersey"	"34"	8856972
	"2013"	"2013"	"New Mexico"	"35"	2092273
	"2013"	"2013"	"New York"	"36"	19624447
	"2013"	"2013"	"North Carolina"	"37"	9843336
	"2013"	"2013"	"North Dakota"	"38"	722036
	"2013"	"2013"	"Ohio"	"39"	11576684
	"2013"	"2013"	"Oklahoma"	"40"	3853214
	"2013"	"2013"	"Oregon"	"41"	3922468
	"2013"	"2013"	"Pennsylvania"	"42"	12776309
	"2013"	"2013"	"Rhode Island"	"44"	1055081
	"2013"	"2013"	"South Carolina"	"45"	4764080
	"2013"	"2013"	"South Dakota"	"46"	842316
	"2013"	"2013"	"Tennessee"	"47"	6494340
	"2013"	"2013"	"Texas"	"48"	26480266
	"2013"	"2013"	"Utah"	"49"	2897640
	"2013"	"2013"	"Vermont"	"50"	626210
	"2013"	"2013"	"Virginia"	"51"	8252427
	"2013"	"2013"	"Washington"	"53"	6963985
	"2013"	"2013"	"West Virginia"	"54"	1853914
	"2013"	"2013"	"Wisconsin"	"55"	5736754
	"2013"	"2013"	"Wyoming"	"56"	582122
	"2014"	"2014"	"Alabama"	"01"	4841799
	"2014"	"2014"	"Alaska"	"02"	736283
	"2014"	"2014"	"Arizona"	"04"	6730413
	"2014"	"2014"	"Arkansas"	"05"	2967392
	"2014"	"2014"	"California"	"06"	38596972
	"2014"	"2014"	"Colorado"	"08"	5350101
	"2014"	"2014"	"Connecticut"	"09"	3594524
	"2014"	"2014"	"Delaware"	"10"	932487
	"2014"	"2014"	"District of Columbia"	"11"	662328
	"2014"	"2014"	"Florida"	"12"	19845911
	"2014"	"2014"	"Georgia"	"13"	10067278
	"2014"	"2014"	"Hawaii"	"15"	1414538
	"2014"	"2014"	"Idaho"	"16"	1631112
	"2014"	"2014"	"Illinois"	"17"	12884493
	"2014"	"2014"	"Indiana"	"18"	6593644
	"2014"	"2014"	"Iowa"	"19"	3109350
	"2014"	"2014"	"Kansas"	"20"	2900475
	"2014"	"2014"	"Kentucky"	"21"	4414349
	"2014"	"2014"	"Louisiana"	"22"	4644013
	"2014"	"2014"	"Maine"	"23"	1330513
	"2014"	"2014"	"Maryland"	"24"	5957283
	"2014"	"2014"	"Massachusetts"	"25"	6762596
	"2014"	"2014"	"Michigan"	"26"	9929848
	"2014"	"2014"	"Minnesota"	"27"	5451079
	"2014"	"2014"	"Mississippi"	"28"	2990468
	"2014"	"2014"	"Missouri"	"29"	6056202
	"2014"	"2014"	"Montana"	"30"	1021869
	"2014"	"2014"	"Nebraska"	"31"	1879321
	"2014"	"2014"	"Nevada"	"32"	2817628
	"2014"	"2014"	"New Hampshire"	"33"	1333341
	"2014"	"2014"	"New Jersey"	"34"	8864525
	"2014"	"2014"	"New Mexico"	"35"	2089568
	"2014"	"2014"	"New York"	"36"	19651049
	"2014"	"2014"	"North Carolina"	"37"	9932887
	"2014"	"2014"	"North Dakota"	"38"	737401
	"2014"	"2014"	"Ohio"	"39"	11602700
	"2014"	"2014"	"Oklahoma"	"40"	3878187
	"2014"	"2014"	"Oregon"	"41"	3963244
	"2014"	"2014"	"Pennsylvania"	"42"	12788313
	"2014"	"2014"	"Rhode Island"	"44"	1055936
	"2014"	"2014"	"South Carolina"	"45"	4823617
	"2014"	"2014"	"South Dakota"	"46"	849129
	"2014"	"2014"	"Tennessee"	"47"	6541223
	"2014"	"2014"	"Texas"	"48"	26964333
	"2014"	"2014"	"Utah"	"49"	2936879
	"2014"	"2014"	"Vermont"	"50"	625214
	"2014"	"2014"	"Virginia"	"51"	8310993
	"2014"	"2014"	"Washington"	"53"	7054655
	"2014"	"2014"	"West Virginia"	"54"	1849489
	"2014"	"2014"	"Wisconsin"	"55"	5751525
	"2014"	"2014"	"Wyoming"	"56"	582531
	"2015"	"2015"	"Alabama"	"01"	4852347
	"2015"	"2015"	"Alaska"	"02"	737498
	"2015"	"2015"	"Arizona"	"04"	6829676
	"2015"	"2015"	"Arkansas"	"05"	2978048
	"2015"	"2015"	"California"	"06"	38918045
	"2015"	"2015"	"Colorado"	"08"	5450623
	"2015"	"2015"	"Connecticut"	"09"	3587122
	"2015"	"2015"	"Delaware"	"10"	941252
	"2015"	"2015"	"District of Columbia"	"11"	675400
	"2015"	"2015"	"Florida"	"12"	20209042
	"2015"	"2015"	"Georgia"	"13"	10178447
	"2015"	"2015"	"Hawaii"	"15"	1422052
	"2015"	"2015"	"Idaho"	"16"	1651059
	"2015"	"2015"	"Illinois"	"17"	12858913
	"2015"	"2015"	"Indiana"	"18"	6608422
	"2015"	"2015"	"Iowa"	"19"	3120960
	"2015"	"2015"	"Kansas"	"20"	2909011
	"2015"	"2015"	"Kentucky"	"21"	4425976
	"2015"	"2015"	"Louisiana"	"22"	4664628
	"2015"	"2015"	"Maine"	"23"	1328262
	"2015"	"2015"	"Maryland"	"24"	5985562
	"2015"	"2015"	"Massachusetts"	"25"	6794228
	"2015"	"2015"	"Michigan"	"26"	9931715
	"2015"	"2015"	"Minnesota"	"27"	5482032
	"2015"	"2015"	"Mississippi"	"28"	2988471
	"2015"	"2015"	"Missouri"	"29"	6071732
	"2015"	"2015"	"Montana"	"30"	1030475
	"2015"	"2015"	"Nebraska"	"31"	1891277
	"2015"	"2015"	"Nevada"	"32"	2866939
	"2015"	"2015"	"New Hampshire"	"33"	1336350
	"2015"	"2015"	"New Jersey"	"34"	8867949
	"2015"	"2015"	"New Mexico"	"35"	2089291
	"2015"	"2015"	"New York"	"36"	19654666
	"2015"	"2015"	"North Carolina"	"37"	10031646
	"2015"	"2015"	"North Dakota"	"38"	754066
	"2015"	"2015"	"Ohio"	"39"	11617527
	"2015"	"2015"	"Oklahoma"	"40"	3909500
	"2015"	"2015"	"Oregon"	"41"	4015792
	"2015"	"2015"	"Pennsylvania"	"42"	12784826
	"2015"	"2015"	"Rhode Island"	"44"	1056065
	"2015"	"2015"	"South Carolina"	"45"	4891938
	"2015"	"2015"	"South Dakota"	"46"	853988
	"2015"	"2015"	"Tennessee"	"47"	6591170
	"2015"	"2015"	"Texas"	"48"	27470056
	"2015"	"2015"	"Utah"	"49"	2981835
	"2015"	"2015"	"Vermont"	"50"	625216
	"2015"	"2015"	"Virginia"	"51"	8361808
	"2015"	"2015"	"Washington"	"53"	7163657
	"2015"	"2015"	"West Virginia"	"54"	1842050
	"2015"	"2015"	"Wisconsin"	"55"	5760940
	"2015"	"2015"	"Wyoming"	"56"	585613
	"2016"	"2016"	"Alabama"	"01"	4863525
	"2016"	"2016"	"Alaska"	"02"	741456
	"2016"	"2016"	"Arizona"	"04"	6941072
	"2016"	"2016"	"Arkansas"	"05"	2989918
	"2016"	"2016"	"California"	"06"	39167117
	"2016"	"2016"	"Colorado"	"08"	5539215
	"2016"	"2016"	"Connecticut"	"09"	3578141
	"2016"	"2016"	"Delaware"	"10"	948921
	"2016"	"2016"	"District of Columbia"	"11"	685815
	"2016"	"2016"	"Florida"	"12"	20613477
	"2016"	"2016"	"Georgia"	"13"	10301890
	"2016"	"2016"	"Hawaii"	"15"	1427559
	"2016"	"2016"	"Idaho"	"16"	1682380
	"2016"	"2016"	"Illinois"	"17"	12820527
	"2016"	"2016"	"Indiana"	"18"	6634304
	"2016"	"2016"	"Iowa"	"19"	3131371
	"2016"	"2016"	"Kansas"	"20"	2910844
	"2016"	"2016"	"Kentucky"	"21"	4438182
	"2016"	"2016"	"Louisiana"	"22"	4678135
	"2016"	"2016"	"Maine"	"23"	1331317
	"2016"	"2016"	"Maryland"	"24"	6003323
	"2016"	"2016"	"Massachusetts"	"25"	6823608
	"2016"	"2016"	"Michigan"	"26"	9950571
	"2016"	"2016"	"Minnesota"	"27"	5522744
	"2016"	"2016"	"Mississippi"	"28"	2987938
	"2016"	"2016"	"Missouri"	"29"	6087135
	"2016"	"2016"	"Montana"	"30"	1040859
	"2016"	"2016"	"Nebraska"	"31"	1905616
	"2016"	"2016"	"Nevada"	"32"	2917563
	"2016"	"2016"	"New Hampshire"	"33"	1342307
	"2016"	"2016"	"New Jersey"	"34"	8870827
	"2016"	"2016"	"New Mexico"	"35"	2091630
	"2016"	"2016"	"New York"	"36"	19633428
	"2016"	"2016"	"North Carolina"	"37"	10154788
	"2016"	"2016"	"North Dakota"	"38"	754434
	"2016"	"2016"	"Ohio"	"39"	11634370
	"2016"	"2016"	"Oklahoma"	"40"	3926331
	"2016"	"2016"	"Oregon"	"41"	4089976
	"2016"	"2016"	"Pennsylvania"	"42"	12782275
	"2016"	"2016"	"Rhode Island"	"44"	1056770
	"2016"	"2016"	"South Carolina"	"45"	4957968
	"2016"	"2016"	"South Dakota"	"46"	862996
	"2016"	"2016"	"Tennessee"	"47"	6646010
	"2016"	"2016"	"Texas"	"48"	27914410
	"2016"	"2016"	"Utah"	"49"	3041868
	"2016"	"2016"	"Vermont"	"50"	623657
	"2016"	"2016"	"Virginia"	"51"	8410106
	"2016"	"2016"	"Washington"	"53"	7294771
	"2016"	"2016"	"West Virginia"	"54"	1831023
	"2016"	"2016"	"Wisconsin"	"55"	5772628
	"2016"	"2016"	"Wyoming"	"56"	584215
	"2017"	"2017"	"Alabama"	"01"	4874486
	"2017"	"2017"	"Alaska"	"02"	739700
	"2017"	"2017"	"Arizona"	"04"	7044008
	"2017"	"2017"	"Arkansas"	"05"	3001345
	"2017"	"2017"	"California"	"06"	39358497
	"2017"	"2017"	"Colorado"	"08"	5611885
	"2017"	"2017"	"Connecticut"	"09"	3573297
	"2017"	"2017"	"Delaware"	"10"	956823
	"2017"	"2017"	"District of Columbia"	"11"	694906
	"2017"	"2017"	"Florida"	"12"	20963613
	"2017"	"2017"	"Georgia"	"13"	10410330
	"2017"	"2017"	"Hawaii"	"15"	1424393
	"2017"	"2017"	"Idaho"	"16"	1717715
	"2017"	"2017"	"Illinois"	"17"	12778828
	"2017"	"2017"	"Indiana"	"18"	6658078
	"2017"	"2017"	"Iowa"	"19"	3141550
	"2017"	"2017"	"Kansas"	"20"	2908718
	"2017"	"2017"	"Kentucky"	"21"	4452268
	"2017"	"2017"	"Louisiana"	"22"	4670560
	"2017"	"2017"	"Maine"	"23"	1334612
	"2017"	"2017"	"Maryland"	"24"	6023868
	"2017"	"2017"	"Massachusetts"	"25"	6859789
	"2017"	"2017"	"Michigan"	"26"	9973114
	"2017"	"2017"	"Minnesota"	"27"	5566230
	"2017"	"2017"	"Mississippi"	"28"	2988510
	"2017"	"2017"	"Missouri"	"29"	6106670
	"2017"	"2017"	"Montana"	"30"	1052482
	"2017"	"2017"	"Nebraska"	"31"	1915947
	"2017"	"2017"	"Nevada"	"32"	2969905
	"2017"	"2017"	"New Hampshire"	"33"	1348787
	"2017"	"2017"	"New Jersey"	"34"	8885525
	"2017"	"2017"	"New Mexico"	"35"	2091784
	"2017"	"2017"	"New York"	"36"	19589572
	"2017"	"2017"	"North Carolina"	"37"	10268233
	"2017"	"2017"	"North Dakota"	"38"	754942
	"2017"	"2017"	"Ohio"	"39"	11659650
	"2017"	"2017"	"Oklahoma"	"40"	3931316
	"2017"	"2017"	"Oregon"	"41"	4143625
	"2017"	"2017"	"Pennsylvania"	"42"	12787641
	"2017"	"2017"	"Rhode Island"	"44"	1055673
	"2017"	"2017"	"South Carolina"	"45"	5021268
	"2017"	"2017"	"South Dakota"	"46"	872868
	"2017"	"2017"	"Tennessee"	"47"	6708799
	"2017"	"2017"	"Texas"	"48"	28295273
	"2017"	"2017"	"Utah"	"49"	3101042
	"2017"	"2017"	"Vermont"	"50"	624344
	"2017"	"2017"	"Virginia"	"51"	8463587
	"2017"	"2017"	"Washington"	"53"	7423362
	"2017"	"2017"	"West Virginia"	"54"	1817004
	"2017"	"2017"	"Wisconsin"	"55"	5790186
	"2017"	"2017"	"Wyoming"	"56"	578931
	"2018"	"2018"	"Alabama"	"01"	4887681
	"2018"	"2018"	"Alaska"	"02"	735139
	"2018"	"2018"	"Arizona"	"04"	7158024
	"2018"	"2018"	"Arkansas"	"05"	3009733
	"2018"	"2018"	"California"	"06"	39461588
	"2018"	"2018"	"Colorado"	"08"	5691287
	"2018"	"2018"	"Connecticut"	"09"	3571520
	"2018"	"2018"	"Delaware"	"10"	965479
	"2018"	"2018"	"District of Columbia"	"11"	701547
	"2018"	"2018"	"Florida"	"12"	21244317
	"2018"	"2018"	"Georgia"	"13"	10511131
	"2018"	"2018"	"Hawaii"	"15"	1420593
	"2018"	"2018"	"Idaho"	"16"	1750536
	"2018"	"2018"	"Illinois"	"17"	12723071
	"2018"	"2018"	"Indiana"	"18"	6695497
	"2018"	"2018"	"Iowa"	"19"	3148618
	"2018"	"2018"	"Kansas"	"20"	2911359
	"2018"	"2018"	"Kentucky"	"21"	4461153
	"2018"	"2018"	"Louisiana"	"22"	4659690
	"2018"	"2018"	"Maine"	"23"	1339057
	"2018"	"2018"	"Maryland"	"24"	6035802
	"2018"	"2018"	"Massachusetts"	"25"	6882635
	"2018"	"2018"	"Michigan"	"26"	9984072
	"2018"	"2018"	"Minnesota"	"27"	5606249
	"2018"	"2018"	"Mississippi"	"28"	2981020
	"2018"	"2018"	"Missouri"	"29"	6121623
	"2018"	"2018"	"Montana"	"30"	1060665
	"2018"	"2018"	"Nebraska"	"31"	1925614
	"2018"	"2018"	"Nevada"	"32"	3027341
	"2018"	"2018"	"New Hampshire"	"33"	1353465
	"2018"	"2018"	"New Jersey"	"34"	8886025
	"2018"	"2018"	"New Mexico"	"35"	2092741
	"2018"	"2018"	"New York"	"36"	19530351
	"2018"	"2018"	"North Carolina"	"37"	10381615
	"2018"	"2018"	"North Dakota"	"38"	758080
	"2018"	"2018"	"Ohio"	"39"	11676341
	"2018"	"2018"	"Oklahoma"	"40"	3940235
	"2018"	"2018"	"Oregon"	"41"	4181886
	"2018"	"2018"	"Pennsylvania"	"42"	12800922
	"2018"	"2018"	"Rhode Island"	"44"	1058287
	"2018"	"2018"	"South Carolina"	"45"	5084156
	"2018"	"2018"	"South Dakota"	"46"	878698
	"2018"	"2018"	"Tennessee"	"47"	6771631
	"2018"	"2018"	"Texas"	"48"	28628666
	"2018"	"2018"	"Utah"	"49"	3153550
	"2018"	"2018"	"Vermont"	"50"	624358
	"2018"	"2018"	"Virginia"	"51"	8501286
	"2018"	"2018"	"Washington"	"53"	7523869
	"2018"	"2018"	"West Virginia"	"54"	1804291
	"2018"	"2018"	"Wisconsin"	"55"	5807406
	"2018"	"2018"	"Wyoming"	"56"	577601
	"2019"	"2019"	"Alabama"	"01"	4903185
	"2019"	"2019"	"Alaska"	"02"	731545
	"2019"	"2019"	"Arizona"	"04"	7278717
	"2019"	"2019"	"Arkansas"	"05"	3017804
	"2019"	"2019"	"California"	"06"	39512223
	"2019"	"2019"	"Colorado"	"08"	5758736
	"2019"	"2019"	"Connecticut"	"09"	3565287
	"2019"	"2019"	"Delaware"	"10"	973764
	"2019"	"2019"	"District of Columbia"	"11"	705749
	"2019"	"2019"	"Florida"	"12"	21477737
	"2019"	"2019"	"Georgia"	"13"	10617423
	"2019"	"2019"	"Hawaii"	"15"	1415872
	"2019"	"2019"	"Idaho"	"16"	1787065
	"2019"	"2019"	"Illinois"	"17"	12671821
	"2019"	"2019"	"Indiana"	"18"	6732219
	"2019"	"2019"	"Iowa"	"19"	3155070
	"2019"	"2019"	"Kansas"	"20"	2913314
	"2019"	"2019"	"Kentucky"	"21"	4467673
	"2019"	"2019"	"Louisiana"	"22"	4648794
	"2019"	"2019"	"Maine"	"23"	1344212
	"2019"	"2019"	"Maryland"	"24"	6045680
	"2019"	"2019"	"Massachusetts"	"25"	6892503
	"2019"	"2019"	"Michigan"	"26"	9986857
	"2019"	"2019"	"Minnesota"	"27"	5639632
	"2019"	"2019"	"Mississippi"	"28"	2976149
	"2019"	"2019"	"Missouri"	"29"	6137428
	"2019"	"2019"	"Montana"	"30"	1068778
	"2019"	"2019"	"Nebraska"	"31"	1934408
	"2019"	"2019"	"Nevada"	"32"	3080156
	"2019"	"2019"	"New Hampshire"	"33"	1359711
	"2019"	"2019"	"New Jersey"	"34"	8882190
	"2019"	"2019"	"New Mexico"	"35"	2096829
	"2019"	"2019"	"New York"	"36"	19453561
	"2019"	"2019"	"North Carolina"	"37"	10488084
	"2019"	"2019"	"North Dakota"	"38"	762062
	"2019"	"2019"	"Ohio"	"39"	11689100
	"2019"	"2019"	"Oklahoma"	"40"	3956971
	"2019"	"2019"	"Oregon"	"41"	4217737
	"2019"	"2019"	"Pennsylvania"	"42"	12801989
	"2019"	"2019"	"Rhode Island"	"44"	1059361
	"2019"	"2019"	"South Carolina"	"45"	5148714
	"2019"	"2019"	"South Dakota"	"46"	884659
	"2019"	"2019"	"Tennessee"	"47"	6829174
	"2019"	"2019"	"Texas"	"48"	28995881
	"2019"	"2019"	"Utah"	"49"	3205958
	"2019"	"2019"	"Vermont"	"50"	623989
	"2019"	"2019"	"Virginia"	"51"	8535519
	"2019"	"2019"	"Washington"	"53"	7614893
	"2019"	"2019"	"West Virginia"	"54"	1792147
	"2019"	"2019"	"Wisconsin"	"55"	5822434
	"2019"	"2019"	"Wyoming"	"56"	578759
"---"
"https://wonder.cdc.gov/controller/saved/D163/D145F913"
"Dataset: Bridged-Race Population Estimates 1990-2019"
"Query Parameters:"
"Group By: Yearly July 1st Estimates; State"
"Show Totals: False"
"Show Zero Values: False"
"Data Table: Default"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Apr 13, 2021 9:06:56 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2019 (2010-2019) postcensal population estimates (released by NCHS on"
"7/9/2020). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2019.html on Apr 13, 2021"
"9:06:56 PM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2019 are"
"bridged-race Vintage 2019 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
