"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"Louisiana"	"22"	"Methadone"	"T40.3"	15	4574836	Unreliable
	"2011"	"2011"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	20	4574836	0.4
	"2011"	"2011"	"Louisiana"	"22"	"Cocaine"	"T40.5"	78	4574836	1.7
	"2011"	"2011"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	19	4574836	Unreliable
	"2011"	"2011"	"Maine"	"23"	"Other opioids"	"T40.2"	48	1328188	3.6
	"2011"	"2011"	"Maine"	"23"	"Methadone"	"T40.3"	33	1328188	2.5
	"2011"	"2011"	"Maine"	"23"	"Other synthetic narcotics"	"T40.4"	19	1328188	Unreliable
	"2011"	"2011"	"Maine"	"23"	"Cocaine"	"T40.5"	14	1328188	Unreliable
	"2011"	"2011"	"Maryland"	"24"	"Heroin"	"T40.1"	104	5828289	1.8
	"2011"	"2011"	"Maryland"	"24"	"Other opioids"	"T40.2"	245	5828289	4.2
	"2011"	"2011"	"Maryland"	"24"	"Methadone"	"T40.3"	172	5828289	3.0
	"2011"	"2011"	"Maryland"	"24"	"Other synthetic narcotics"	"T40.4"	59	5828289	1.0
	"2011"	"2011"	"Maryland"	"24"	"Cocaine"	"T40.5"	95	5828289	1.6
	"2011"	"2011"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	135	5828289	2.3
	"2011"	"2011"	"Massachusetts"	"25"	"Heroin"	"T40.1"	145	6587536	2.2
	"2011"	"2011"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	178	6587536	2.7
	"2011"	"2011"	"Massachusetts"	"25"	"Methadone"	"T40.3"	70	6587536	1.1
	"2011"	"2011"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	64	6587536	1.0
	"2011"	"2011"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	211	6587536	3.2
	"2011"	"2011"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	298	6587536	4.5
	"2011"	"2011"	"Michigan"	"26"	"Heroin"	"T40.1"	273	9876187	2.8
	"2011"	"2011"	"Michigan"	"26"	"Other opioids"	"T40.2"	243	9876187	2.5
	"2011"	"2011"	"Michigan"	"26"	"Methadone"	"T40.3"	163	9876187	1.7
	"2011"	"2011"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	90	9876187	0.9
	"2011"	"2011"	"Michigan"	"26"	"Cocaine"	"T40.5"	171	9876187	1.7
	"2011"	"2011"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	75	9876187	0.8
	"2011"	"2011"	"Minnesota"	"27"	"Heroin"	"T40.1"	44	5344861	0.8
	"2011"	"2011"	"Minnesota"	"27"	"Other opioids"	"T40.2"	103	5344861	1.9
	"2011"	"2011"	"Minnesota"	"27"	"Methadone"	"T40.3"	58	5344861	1.1
	"2011"	"2011"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	32	5344861	0.6
	"2011"	"2011"	"Minnesota"	"27"	"Cocaine"	"T40.5"	48	5344861	0.9
	"2011"	"2011"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	73	5344861	1.4
	"2011"	"2011"	"Mississippi"	"28"	"Other opioids"	"T40.2"	52	2978512	1.7
	"2011"	"2011"	"Mississippi"	"28"	"Methadone"	"T40.3"	14	2978512	Unreliable
	"2011"	"2011"	"Mississippi"	"28"	"Other synthetic narcotics"	"T40.4"	20	2978512	0.7
	"2011"	"2011"	"Mississippi"	"28"	"Cocaine"	"T40.5"	19	2978512	Unreliable
	"2011"	"2011"	"Missouri"	"29"	"Heroin"	"T40.1"	251	6010688	4.2
	"2011"	"2011"	"Missouri"	"29"	"Other opioids"	"T40.2"	232	6010688	3.9
	"2011"	"2011"	"Missouri"	"29"	"Methadone"	"T40.3"	77	6010688	1.3
	"2011"	"2011"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	69	6010688	1.1
	"2011"	"2011"	"Missouri"	"29"	"Cocaine"	"T40.5"	72	6010688	1.2
	"2011"	"2011"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	56	6010688	0.9
	"2011"	"2011"	"Montana"	"30"	"Other opioids"	"T40.2"	32	998199	3.2
	"2011"	"2011"	"Montana"	"30"	"Methadone"	"T40.3"	20	998199	2.0
	"2011"	"2011"	"Montana"	"30"	"Other synthetic narcotics"	"T40.4"	14	998199	Unreliable
	"2011"	"2011"	"Nebraska"	"31"	"Other opioids"	"T40.2"	33	1842641	1.8
	"2011"	"2011"	"Nebraska"	"31"	"Methadone"	"T40.3"	19	1842641	Unreliable
	"2011"	"2011"	"Nebraska"	"31"	"Cocaine"	"T40.5"	10	1842641	Unreliable
	"2011"	"2011"	"Nevada"	"32"	"Heroin"	"T40.1"	41	2723322	1.5
	"2011"	"2011"	"Nevada"	"32"	"Other opioids"	"T40.2"	337	2723322	12.4
	"2011"	"2011"	"Nevada"	"32"	"Methadone"	"T40.3"	106	2723322	3.9
	"2011"	"2011"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	50	2723322	1.8
	"2011"	"2011"	"Nevada"	"32"	"Cocaine"	"T40.5"	64	2723322	2.4
	"2011"	"2011"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	68	2723322	2.5
	"2011"	"2011"	"New Hampshire"	"33"	"Heroin"	"T40.1"	43	1318194	3.3
	"2011"	"2011"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	66	1318194	5.0
	"2011"	"2011"	"New Hampshire"	"33"	"Methadone"	"T40.3"	33	1318194	2.5
	"2011"	"2011"	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	29	1318194	2.2
	"2011"	"2011"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	25	1318194	1.9
	"2011"	"2011"	"New Jersey"	"34"	"Heroin"	"T40.1"	135	8821155	1.5
	"2011"	"2011"	"New Jersey"	"34"	"Other opioids"	"T40.2"	235	8821155	2.7
	"2011"	"2011"	"New Jersey"	"34"	"Methadone"	"T40.3"	65	8821155	0.7
	"2011"	"2011"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	34	8821155	0.4
	"2011"	"2011"	"New Jersey"	"34"	"Cocaine"	"T40.5"	130	8821155	1.5
	"2011"	"2011"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	70	8821155	0.8
	"2011"	"2011"	"New Mexico"	"35"	"Heroin"	"T40.1"	68	2082224	3.3
	"2011"	"2011"	"New Mexico"	"35"	"Other opioids"	"T40.2"	135	2082224	6.5
	"2011"	"2011"	"New Mexico"	"35"	"Methadone"	"T40.3"	32	2082224	1.5
	"2011"	"2011"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	21	2082224	1.0
	"2011"	"2011"	"New Mexico"	"35"	"Cocaine"	"T40.5"	59	2082224	2.8
	"2011"	"2011"	"New Mexico"	"35"	"Other and unspecified narcotics"	"T40.6"	25	2082224	1.2
	"2011"	"2011"	"New York"	"36"	"Heroin"	"T40.1"	341	19465197	1.8
	"2011"	"2011"	"New York"	"36"	"Other opioids"	"T40.2"	653	19465197	3.4
	"2011"	"2011"	"New York"	"36"	"Methadone"	"T40.3"	310	19465197	1.6
	"2011"	"2011"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	159	19465197	0.8
	"2011"	"2011"	"New York"	"36"	"Cocaine"	"T40.5"	520	19465197	2.7
	"2011"	"2011"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	166	19465197	0.9
	"2011"	"2011"	"New York"	"36"	"Cannabis (derivatives)"	"T40.7"	10	19465197	Unreliable
	"2011"	"2011"	"North Carolina"	"37"	"Heroin"	"T40.1"	83	9656401	0.9
	"2011"	"2011"	"North Carolina"	"37"	"Other opioids"	"T40.2"	444	9656401	4.6
	"2011"	"2011"	"North Carolina"	"37"	"Methadone"	"T40.3"	205	9656401	2.1
	"2011"	"2011"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	155	9656401	1.6
	"2011"	"2011"	"North Carolina"	"37"	"Cocaine"	"T40.5"	189	9656401	2.0
	"2011"	"2011"	"North Carolina"	"37"	"Other and unspecified narcotics"	"T40.6"	21	9656401	0.2
	"2011"	"2011"	"Ohio"	"39"	"Heroin"	"T40.1"	447	11544951	3.9
	"2011"	"2011"	"Ohio"	"39"	"Other opioids"	"T40.2"	619	11544951	5.4
	"2011"	"2011"	"Ohio"	"39"	"Methadone"	"T40.3"	171	11544951	1.5
	"2011"	"2011"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	168	11544951	1.5
	"2011"	"2011"	"Ohio"	"39"	"Cocaine"	"T40.5"	352	11544951	3.0
	"2011"	"2011"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	104	11544951	0.9
	"2011"	"2011"	"Ohio"	"39"	"Cannabis (derivatives)"	"T40.7"	55	11544951	0.5
	"2011"	"2011"	"Oklahoma"	"40"	"Heroin"	"T40.1"	14	3791508	Unreliable
	"2011"	"2011"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	356	3791508	9.4
	"2011"	"2011"	"Oklahoma"	"40"	"Methadone"	"T40.3"	76	3791508	2.0
	"2011"	"2011"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	85	3791508	2.2
	"2011"	"2011"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	45	3791508	1.2
	"2011"	"2011"	"Oklahoma"	"40"	"Other and unspecified narcotics"	"T40.6"	18	3791508	Unreliable
	"2011"	"2011"	"Oregon"	"41"	"Heroin"	"T40.1"	133	3871859	3.4
	"2011"	"2011"	"Oregon"	"41"	"Other opioids"	"T40.2"	164	3871859	4.2
	"2011"	"2011"	"Oregon"	"41"	"Methadone"	"T40.3"	105	3871859	2.7
	"2011"	"2011"	"Oregon"	"41"	"Other synthetic narcotics"	"T40.4"	30	3871859	0.8
	"2011"	"2011"	"Oregon"	"41"	"Cocaine"	"T40.5"	33	3871859	0.9
	"2011"	"2011"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	19	3871859	Unreliable
	"2011"	"2011"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	240	12742886	1.9
	"2011"	"2011"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	337	12742886	2.6
	"2011"	"2011"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	89	12742886	0.7
	"2011"	"2011"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	112	12742886	0.9
	"2011"	"2011"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	234	12742886	1.8
	"2011"	"2011"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	85	12742886	0.7
	"2011"	"2011"	"Pennsylvania"	"42"	"Cannabis (derivatives)"	"T40.7"	11	12742886	Unreliable
	"2011"	"2011"	"Rhode Island"	"44"	"Heroin"	"T40.1"	13	1051302	Unreliable
	"2011"	"2011"	"Rhode Island"	"44"	"Other opioids"	"T40.2"	63	1051302	6.0
	"2011"	"2011"	"Rhode Island"	"44"	"Methadone"	"T40.3"	29	1051302	2.8
	"2011"	"2011"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	48	1051302	4.6
	"2011"	"2011"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	45	1051302	4.3
	"2011"	"2011"	"South Carolina"	"45"	"Heroin"	"T40.1"	13	4679230	Unreliable
	"2011"	"2011"	"South Carolina"	"45"	"Other opioids"	"T40.2"	146	4679230	3.1
	"2011"	"2011"	"South Carolina"	"45"	"Methadone"	"T40.3"	65	4679230	1.4
	"2011"	"2011"	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	47	4679230	1.0
	"2011"	"2011"	"South Carolina"	"45"	"Cocaine"	"T40.5"	68	4679230	1.5
	"2011"	"2011"	"South Dakota"	"46"	"Other opioids"	"T40.2"	22	824082	2.7
	"2011"	"2011"	"Tennessee"	"47"	"Heroin"	"T40.1"	19	6403353	Unreliable
	"2011"	"2011"	"Tennessee"	"47"	"Other opioids"	"T40.2"	473	6403353	7.4
	"2011"	"2011"	"Tennessee"	"47"	"Methadone"	"T40.3"	89	6403353	1.4
	"2011"	"2011"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	66	6403353	1.0
	"2011"	"2011"	"Tennessee"	"47"	"Cocaine"	"T40.5"	143	6403353	2.2
	"2011"	"2011"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	77	6403353	1.2
	"2011"	"2011"	"Texas"	"48"	"Heroin"	"T40.1"	372	25674681	1.4
	"2011"	"2011"	"Texas"	"48"	"Other opioids"	"T40.2"	540	25674681	2.1
	"2011"	"2011"	"Texas"	"48"	"Methadone"	"T40.3"	190	25674681	0.7
	"2011"	"2011"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	118	25674681	0.5
	"2011"	"2011"	"Texas"	"48"	"Cocaine"	"T40.5"	543	25674681	2.1
	"2011"	"2011"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	125	25674681	0.5
	"2011"	"2011"	"Utah"	"49"	"Heroin"	"T40.1"	73	2817222	2.6
	"2011"	"2011"	"Utah"	"49"	"Other opioids"	"T40.2"	290	2817222	10.3
	"2011"	"2011"	"Utah"	"49"	"Methadone"	"T40.3"	76	2817222	2.7
	"2011"	"2011"	"Utah"	"49"	"Other synthetic narcotics"	"T40.4"	59	2817222	2.1
	"2011"	"2011"	"Utah"	"49"	"Cocaine"	"T40.5"	43	2817222	1.5
	"2011"	"2011"	"Utah"	"49"	"Other and unspecified narcotics"	"T40.6"	35	2817222	1.2
	"2011"	"2011"	"Vermont"	"50"	"Other opioids"	"T40.2"	34	626431	5.4
	"2011"	"2011"	"Vermont"	"50"	"Methadone"	"T40.3"	14	626431	Unreliable
	"2011"	"2011"	"Vermont"	"50"	"Other synthetic narcotics"	"T40.4"	12	626431	Unreliable
	"2011"	"2011"	"Vermont"	"50"	"Cocaine"	"T40.5"	13	626431	Unreliable
	"2011"	"2011"	"Virginia"	"51"	"Heroin"	"T40.1"	103	8096604	1.3
	"2011"	"2011"	"Virginia"	"51"	"Other opioids"	"T40.2"	321	8096604	4.0
	"2011"	"2011"	"Virginia"	"51"	"Methadone"	"T40.3"	158	8096604	2.0
	"2011"	"2011"	"Virginia"	"51"	"Other synthetic narcotics"	"T40.4"	80	8096604	1.0
	"2011"	"2011"	"Virginia"	"51"	"Cocaine"	"T40.5"	103	8096604	1.3
	"2011"	"2011"	"Virginia"	"51"	"Other and unspecified narcotics"	"T40.6"	18	8096604	Unreliable
	"2011"	"2011"	"Washington"	"53"	"Heroin"	"T40.1"	150	6830038	2.2
	"2011"	"2011"	"Washington"	"53"	"Other opioids"	"T40.2"	334	6830038	4.9
	"2011"	"2011"	"Washington"	"53"	"Methadone"	"T40.3"	240	6830038	3.5
	"2011"	"2011"	"Washington"	"53"	"Other synthetic narcotics"	"T40.4"	53	6830038	0.8
	"2011"	"2011"	"Washington"	"53"	"Cocaine"	"T40.5"	99	6830038	1.4
	"2011"	"2011"	"Washington"	"53"	"Other and unspecified narcotics"	"T40.6"	140	6830038	2.0
	"2011"	"2011"	"West Virginia"	"54"	"Heroin"	"T40.1"	35	1855364	1.9
	"2011"	"2011"	"West Virginia"	"54"	"Other opioids"	"T40.2"	480	1855364	25.9
	"2011"	"2011"	"West Virginia"	"54"	"Methadone"	"T40.3"	63	1855364	3.4
	"2011"	"2011"	"West Virginia"	"54"	"Other synthetic narcotics"	"T40.4"	102	1855364	5.5
	"2011"	"2011"	"West Virginia"	"54"	"Cocaine"	"T40.5"	87	1855364	4.7
	"2011"	"2011"	"West Virginia"	"54"	"Cannabis (derivatives)"	"T40.7"	21	1855364	1.1
	"2011"	"2011"	"Wisconsin"	"55"	"Heroin"	"T40.1"	135	5711767	2.4
	"2011"	"2011"	"Wisconsin"	"55"	"Other opioids"	"T40.2"	237	5711767	4.1
	"2011"	"2011"	"Wisconsin"	"55"	"Methadone"	"T40.3"	79	5711767	1.4
	"2011"	"2011"	"Wisconsin"	"55"	"Other synthetic narcotics"	"T40.4"	64	5711767	1.1
	"2011"	"2011"	"Wisconsin"	"55"	"Cocaine"	"T40.5"	91	5711767	1.6
	"2011"	"2011"	"Wisconsin"	"55"	"Other and unspecified narcotics"	"T40.6"	39	5711767	0.7
	"2011"	"2011"	"Wyoming"	"56"	"Other opioids"	"T40.2"	29	568158	5.1
	"2012"	"2012"	"Alabama"	"01"	"Heroin"	"T40.1"	36	4822023	0.7
	"2012"	"2012"	"Alabama"	"01"	"Other opioids"	"T40.2"	70	4822023	1.5
	"2012"	"2012"	"Alabama"	"01"	"Methadone"	"T40.3"	57	4822023	1.2
	"2012"	"2012"	"Alabama"	"01"	"Other synthetic narcotics"	"T40.4"	17	4822023	Unreliable
	"2012"	"2012"	"Alabama"	"01"	"Cocaine"	"T40.5"	23	4822023	0.5
	"2012"	"2012"	"Alabama"	"01"	"Other and unspecified narcotics"	"T40.6"	11	4822023	Unreliable
	"2012"	"2012"	"Alaska"	"02"	"Heroin"	"T40.1"	23	731449	3.1
	"2012"	"2012"	"Alaska"	"02"	"Other opioids"	"T40.2"	42	731449	5.7
	"2012"	"2012"	"Alaska"	"02"	"Methadone"	"T40.3"	10	731449	Unreliable
	"2012"	"2012"	"Alaska"	"02"	"Cocaine"	"T40.5"	22	731449	3.0
	"2012"	"2012"	"Arizona"	"04"	"Heroin"	"T40.1"	102	6553255	1.6
	"2012"	"2012"	"Arizona"	"04"	"Other opioids"	"T40.2"	356	6553255	5.4
	"2012"	"2012"	"Arizona"	"04"	"Methadone"	"T40.3"	53	6553255	0.8
	"2012"	"2012"	"Arizona"	"04"	"Other synthetic narcotics"	"T40.4"	38	6553255	0.6
	"2012"	"2012"	"Arizona"	"04"	"Cocaine"	"T40.5"	62	6553255	0.9
	"2012"	"2012"	"Arizona"	"04"	"Other and unspecified narcotics"	"T40.6"	53	6553255	0.8
	"2012"	"2012"	"Arkansas"	"05"	"Other opioids"	"T40.2"	129	2949131	4.4
	"2012"	"2012"	"Arkansas"	"05"	"Methadone"	"T40.3"	43	2949131	1.5
	"2012"	"2012"	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	22	2949131	0.7
	"2012"	"2012"	"Arkansas"	"05"	"Cocaine"	"T40.5"	17	2949131	Unreliable
	"2012"	"2012"	"California"	"06"	"Heroin"	"T40.1"	368	38041430	1.0
	"2012"	"2012"	"California"	"06"	"Other opioids"	"T40.2"	1034	38041430	2.7
	"2012"	"2012"	"California"	"06"	"Methadone"	"T40.3"	376	38041430	1.0
	"2012"	"2012"	"California"	"06"	"Other synthetic narcotics"	"T40.4"	157	38041430	0.4
	"2012"	"2012"	"California"	"06"	"Cocaine"	"T40.5"	267	38041430	0.7
	"2012"	"2012"	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	181	38041430	0.5
	"2012"	"2012"	"California"	"06"	"Cannabis (derivatives)"	"T40.7"	66	38041430	0.2
	"2012"	"2012"	"Colorado"	"08"	"Heroin"	"T40.1"	91	5187582	1.8
	"2012"	"2012"	"Colorado"	"08"	"Other opioids"	"T40.2"	227	5187582	4.4
	"2012"	"2012"	"Colorado"	"08"	"Methadone"	"T40.3"	45	5187582	0.9
	"2012"	"2012"	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	53	5187582	1.0
	"2012"	"2012"	"Colorado"	"08"	"Cocaine"	"T40.5"	70	5187582	1.3
	"2012"	"2012"	"Colorado"	"08"	"Other and unspecified narcotics"	"T40.6"	39	5187582	0.8
	"2012"	"2012"	"Colorado"	"08"	"Cannabis (derivatives)"	"T40.7"	21	5187582	0.4
	"2012"	"2012"	"Connecticut"	"09"	"Heroin"	"T40.1"	98	3590347	2.7
	"2012"	"2012"	"Connecticut"	"09"	"Other opioids"	"T40.2"	38	3590347	1.1
	"2012"	"2012"	"Connecticut"	"09"	"Methadone"	"T40.3"	25	3590347	0.7
	"2012"	"2012"	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	15	3590347	Unreliable
	"2012"	"2012"	"Connecticut"	"09"	"Cocaine"	"T40.5"	74	3590347	2.1
	"2012"	"2012"	"Connecticut"	"09"	"Other and unspecified narcotics"	"T40.6"	35	3590347	1.0
	"2012"	"2012"	"Delaware"	"10"	"Heroin"	"T40.1"	20	917092	2.2
	"2012"	"2012"	"Delaware"	"10"	"Other opioids"	"T40.2"	37	917092	4.0
	"2012"	"2012"	"Delaware"	"10"	"Methadone"	"T40.3"	11	917092	Unreliable
	"2012"	"2012"	"Delaware"	"10"	"Other synthetic narcotics"	"T40.4"	18	917092	Unreliable
	"2012"	"2012"	"Delaware"	"10"	"Cocaine"	"T40.5"	26	917092	2.8
	"2012"	"2012"	"Delaware"	"10"	"Other and unspecified narcotics"	"T40.6"	19	917092	Unreliable
	"2012"	"2012"	"District of Columbia"	"11"	"Heroin"	"T40.1"	25	632323	4.0
	"2012"	"2012"	"District of Columbia"	"11"	"Other opioids"	"T40.2"	14	632323	Unreliable
	"2012"	"2012"	"District of Columbia"	"11"	"Cocaine"	"T40.5"	31	632323	4.9
	"2012"	"2012"	"Florida"	"12"	"Heroin"	"T40.1"	104	19317568	0.5
	"2012"	"2012"	"Florida"	"12"	"Other opioids"	"T40.2"	887	19317568	4.6
	"2012"	"2012"	"Florida"	"12"	"Methadone"	"T40.3"	347	19317568	1.8
	"2012"	"2012"	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	176	19317568	0.9
	"2012"	"2012"	"Florida"	"12"	"Cocaine"	"T40.5"	379	19317568	2.0
	"2012"	"2012"	"Florida"	"12"	"Other and unspecified narcotics"	"T40.6"	34	19317568	0.2
	"2012"	"2012"	"Florida"	"12"	"Cannabis (derivatives)"	"T40.7"	16	19317568	Unreliable
	"2012"	"2012"	"Georgia"	"13"	"Heroin"	"T40.1"	40	9919945	0.4
	"2012"	"2012"	"Georgia"	"13"	"Other opioids"	"T40.2"	309	9919945	3.1
	"2012"	"2012"	"Georgia"	"13"	"Methadone"	"T40.3"	162	9919945	1.6
	"2012"	"2012"	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	65	9919945	0.7
	"2012"	"2012"	"Georgia"	"13"	"Cocaine"	"T40.5"	116	9919945	1.2
	"2012"	"2012"	"Georgia"	"13"	"Other and unspecified narcotics"	"T40.6"	44	9919945	0.4
	"2012"	"2012"	"Hawaii"	"15"	"Other opioids"	"T40.2"	37	1392313	2.7
	"2012"	"2012"	"Hawaii"	"15"	"Methadone"	"T40.3"	16	1392313	Unreliable
	"2012"	"2012"	"Idaho"	"16"	"Other opioids"	"T40.2"	33	1595728	2.1
	"2012"	"2012"	"Idaho"	"16"	"Methadone"	"T40.3"	13	1595728	Unreliable
	"2012"	"2012"	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	11	1595728	Unreliable
	"2012"	"2012"	"Illinois"	"17"	"Heroin"	"T40.1"	275	12875255	2.1
	"2012"	"2012"	"Illinois"	"17"	"Other opioids"	"T40.2"	188	12875255	1.5
	"2012"	"2012"	"Illinois"	"17"	"Methadone"	"T40.3"	110	12875255	0.9
	"2012"	"2012"	"Illinois"	"17"	"Other synthetic narcotics"	"T40.4"	87	12875255	0.7
	"2012"	"2012"	"Illinois"	"17"	"Cocaine"	"T40.5"	415	12875255	3.2
	"2012"	"2012"	"Illinois"	"17"	"Other and unspecified narcotics"	"T40.6"	641	12875255	5.0
	"2012"	"2012"	"Indiana"	"18"	"Heroin"	"T40.1"	118	6537334	1.8
	"2012"	"2012"	"Indiana"	"18"	"Other opioids"	"T40.2"	146	6537334	2.2
	"2012"	"2012"	"Indiana"	"18"	"Methadone"	"T40.3"	50	6537334	0.8
	"2012"	"2012"	"Indiana"	"18"	"Other synthetic narcotics"	"T40.4"	45	6537334	0.7
	"2012"	"2012"	"Indiana"	"18"	"Cocaine"	"T40.5"	44	6537334	0.7
	"2012"	"2012"	"Indiana"	"18"	"Other and unspecified narcotics"	"T40.6"	63	6537334	1.0
	"2012"	"2012"	"Iowa"	"19"	"Heroin"	"T40.1"	14	3074186	Unreliable
	"2012"	"2012"	"Iowa"	"19"	"Other opioids"	"T40.2"	109	3074186	3.5
	"2012"	"2012"	"Iowa"	"19"	"Methadone"	"T40.3"	43	3074186	1.4
	"2012"	"2012"	"Iowa"	"19"	"Other synthetic narcotics"	"T40.4"	38	3074186	1.2
	"2012"	"2012"	"Iowa"	"19"	"Cocaine"	"T40.5"	14	3074186	Unreliable
	"2012"	"2012"	"Iowa"	"19"	"Other and unspecified narcotics"	"T40.6"	14	3074186	Unreliable
	"2012"	"2012"	"Iowa"	"19"	"Cannabis (derivatives)"	"T40.7"	12	3074186	Unreliable
	"2012"	"2012"	"Kansas"	"20"	"Heroin"	"T40.1"	16	2885905	Unreliable
	"2012"	"2012"	"Kansas"	"20"	"Other opioids"	"T40.2"	98	2885905	3.4
	"2012"	"2012"	"Kansas"	"20"	"Methadone"	"T40.3"	34	2885905	1.2
	"2012"	"2012"	"Kansas"	"20"	"Other synthetic narcotics"	"T40.4"	45	2885905	1.6
	"2012"	"2012"	"Kansas"	"20"	"Cocaine"	"T40.5"	13	2885905	Unreliable
	"2012"	"2012"	"Kentucky"	"21"	"Heroin"	"T40.1"	147	4380415	3.4
	"2012"	"2012"	"Kentucky"	"21"	"Other opioids"	"T40.2"	420	4380415	9.6
	"2012"	"2012"	"Kentucky"	"21"	"Methadone"	"T40.3"	83	4380415	1.9
	"2012"	"2012"	"Kentucky"	"21"	"Other synthetic narcotics"	"T40.4"	73	4380415	1.7
	"2012"	"2012"	"Kentucky"	"21"	"Cocaine"	"T40.5"	59	4380415	1.3
	"2012"	"2012"	"Kentucky"	"21"	"Other and unspecified narcotics"	"T40.6"	103	4380415	2.4
	"2012"	"2012"	"Kentucky"	"21"	"Cannabis (derivatives)"	"T40.7"	20	4380415	0.5
	"2012"	"2012"	"Louisiana"	"22"	"Heroin"	"T40.1"	52	4601893	1.1
	"2012"	"2012"	"Louisiana"	"22"	"Other opioids"	"T40.2"	80	4601893	1.7
	"2012"	"2012"	"Louisiana"	"22"	"Methadone"	"T40.3"	26	4601893	0.6
	"2012"	"2012"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	20	4601893	0.4
	"2012"	"2012"	"Louisiana"	"22"	"Cocaine"	"T40.5"	49	4601893	1.1
	"2012"	"2012"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	26	4601893	0.6
	"2012"	"2012"	"Maine"	"23"	"Heroin"	"T40.1"	12	1329192	Unreliable
	"2012"	"2012"	"Maine"	"23"	"Other opioids"	"T40.2"	65	1329192	4.9
	"2012"	"2012"	"Maine"	"23"	"Methadone"	"T40.3"	26	1329192	2.0
	"2012"	"2012"	"Maine"	"23"	"Other synthetic narcotics"	"T40.4"	17	1329192	Unreliable
	"2012"	"2012"	"Maryland"	"24"	"Heroin"	"T40.1"	174	5884563	3.0
	"2012"	"2012"	"Maryland"	"24"	"Other opioids"	"T40.2"	262	5884563	4.5
	"2012"	"2012"	"Maryland"	"24"	"Methadone"	"T40.3"	173	5884563	2.9
	"2012"	"2012"	"Maryland"	"24"	"Other synthetic narcotics"	"T40.4"	55	5884563	0.9
	"2012"	"2012"	"Maryland"	"24"	"Cocaine"	"T40.5"	94	5884563	1.6
	"2012"	"2012"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	205	5884563	3.5
	"2012"	"2012"	"Massachusetts"	"25"	"Heroin"	"T40.1"	246	6646144	3.7
	"2012"	"2012"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	183	6646144	2.8
