"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2014"	"2014"	"Georgia"	"13"	724	10097343	7.2	7.2
	"2014"	"2014"	"Hawaii"	"15"	62	1419561	4.4	4.1
	"2014"	"2014"	"Idaho"	"16"	80	1634464	4.9	5.1
	"2014"	"2014"	"Illinois"	"17"	1263	12880580	9.8	9.8
	"2014"	"2014"	"Indiana"	"18"	489	6596855	7.4	7.7
	"2014"	"2014"	"Iowa"	"19"	170	3107126	5.5	5.7
	"2014"	"2014"	"Kansas"	"20"	188	2904021	6.5	6.5
	"2014"	"2014"	"Kentucky"	"21"	762	4413457	17.3	17.6
	"2014"	"2014"	"Louisiana"	"22"	266	4649676	5.7	5.8
	"2014"	"2014"	"Maine"	"23"	174	1330089	13.1	13.9
	"2014"	"2014"	"Maryland"	"24"	932	5976407	15.6	15.2
	"2014"	"2014"	"Massachusetts"	"25"	1161	6745408	17.2	17.3
	"2014"	"2014"	"Michigan"	"26"	1076	9909877	10.9	11.1
	"2014"	"2014"	"Minnesota"	"27"	331	5457173	6.1	6.2
	"2014"	"2014"	"Mississippi"	"28"	117	2994079	3.9	4.0
	"2014"	"2014"	"Missouri"	"29"	726	6063589	12.0	12.4
	"2014"	"2014"	"Montana"	"30"	54	1023579	5.3	5.5
	"2014"	"2014"	"Nebraska"	"31"	60	1881503	3.2	3.4
	"2014"	"2014"	"Nevada"	"32"	413	2839099	14.5	14.0
	"2014"	"2014"	"New Hampshire"	"33"	302	1326813	22.8	23.8
	"2014"	"2014"	"New Jersey"	"34"	757	8938175	8.5	8.5
	"2014"	"2014"	"New Mexico"	"35"	416	2085572	19.9	21.0
	"2014"	"2014"	"New York"	"36"	1787	19746227	9.0	8.9
	"2014"	"2014"	"North Carolina"	"37"	979	9943964	9.8	10.1
	"2014"	"2014"	"North Dakota"	"38"	34	739482	4.6	4.9
	"2014"	"2014"	"Ohio"	"39"	2175	11594163	18.8	19.6
	"2014"	"2014"	"Oklahoma"	"40"	504	3878051	13.0	13.1
	"2014"	"2014"	"Oregon"	"41"	347	3970239	8.7	8.5
	"2014"	"2014"	"Pennsylvania"	"42"	1110	12787209	8.7	9.1
	"2014"	"2014"	"Rhode Island"	"44"	211	1055173	20.0	20.3
	"2014"	"2014"	"South Carolina"	"45"	530	4832482	11.0	11.0
	"2014"	"2014"	"South Dakota"	"46"	33	853175	3.9	4.1
	"2014"	"2014"	"Tennessee"	"47"	892	6549352	13.6	13.9
	"2014"	"2014"	"Texas"	"48"	1219	26956958	4.5	4.5
	"2014"	"2014"	"Utah"	"49"	471	2942902	16.0	17.4
	"2014"	"2014"	"Vermont"	"50"	72	626562	11.5	12.3
	"2014"	"2014"	"Virginia"	"51"	775	8326289	9.3	9.3
	"2014"	"2014"	"Washington"	"53"	692	7061530	9.8	9.5
	"2014"	"2014"	"West Virginia"	"54"	585	1850326	31.6	33.3
	"2014"	"2014"	"Wisconsin"	"55"	640	5757564	11.1	11.3
	"2014"	"2014"	"Wyoming"	"56"	57	584153	9.8	9.8
	"2015"	"2015"	"Alabama"	"01"	292	4858979	6.0	6.3
	"2015"	"2015"	"Alaska"	"02"	92	738432	12.5	11.8
	"2015"	"2015"	"Arizona"	"04"	701	6828065	10.3	10.6
	"2015"	"2015"	"Arkansas"	"05"	208	2978204	7.0	7.4
	"2015"	"2015"	"California"	"06"	2130	39144818	5.4	5.2
	"2015"	"2015"	"Colorado"	"08"	512	5456574	9.4	9.0
	"2015"	"2015"	"Connecticut"	"09"	692	3590886	19.3	19.4
	"2015"	"2015"	"Delaware"	"10"	138	945934	14.6	15.2
	"2015"	"2015"	"District of Columbia"	"11"	100	672228	14.9	14.8
	"2015"	"2015"	"Florida"	"12"	1886	20271272	9.3	9.6
	"2015"	"2015"	"Georgia"	"13"	877	10214860	8.6	8.5
	"2015"	"2015"	"Hawaii"	"15"	65	1431603	4.5	4.3
	"2015"	"2015"	"Idaho"	"16"	91	1654930	5.5	6.1
	"2015"	"2015"	"Illinois"	"17"	1440	12859995	11.2	11.2
	"2015"	"2015"	"Indiana"	"18"	564	6619680	8.5	8.9
	"2015"	"2015"	"Iowa"	"19"	183	3123899	5.9	6.2
	"2015"	"2015"	"Kansas"	"20"	167	2911641	5.7	6.0
	"2015"	"2015"	"Kentucky"	"21"	911	4425092	20.6	21.6
	"2015"	"2015"	"Louisiana"	"22"	296	4670724	6.3	6.5
	"2015"	"2015"	"Maine"	"23"	246	1329328	18.5	19.9
	"2015"	"2015"	"Maryland"	"24"	1100	6006401	18.3	17.9
	"2015"	"2015"	"Massachusetts"	"25"	1583	6794422	23.3	23.7
	"2015"	"2015"	"Michigan"	"26"	1332	9922576	13.4	13.9
	"2015"	"2015"	"Minnesota"	"27"	346	5489594	6.3	6.3
	"2015"	"2015"	"Mississippi"	"28"	157	2992333	5.2	5.5
	"2015"	"2015"	"Missouri"	"29"	716	6083672	11.8	12.1
	"2015"	"2015"	"Montana"	"30"	49	1032949	4.7	5.1
	"2015"	"2015"	"Nebraska"	"31"	60	1896190	3.2	3.4
	"2015"	"2015"	"Nevada"	"32"	476	2890845	16.5	15.7
	"2015"	"2015"	"New Hampshire"	"33"	386	1330608	29.0	31.7
	"2015"	"2015"	"New Jersey"	"34"	879	8958013	9.8	9.9
	"2015"	"2015"	"New Mexico"	"35"	376	2085109	18.0	19.0
	"2015"	"2015"	"New York"	"36"	2224	19795791	11.2	11.1
	"2015"	"2015"	"North Carolina"	"37"	1189	10042802	11.8	12.1
	"2015"	"2015"	"North Dakota"	"38"	36	756927	4.8	5.1
	"2015"	"2015"	"Ohio"	"39"	2758	11613423	23.7	25.1
	"2015"	"2015"	"Oklahoma"	"40"	447	3911338	11.4	11.7
	"2015"	"2015"	"Oregon"	"41"	340	4028977	8.4	8.1
	"2015"	"2015"	"Pennsylvania"	"42"	1387	12802503	10.8	11.4
	"2015"	"2015"	"Rhode Island"	"44"	258	1056298	24.4	23.8
	"2015"	"2015"	"South Carolina"	"45"	581	4896146	11.9	11.9
	"2015"	"2015"	"South Dakota"	"46"	28	858469	3.3	3.6
	"2015"	"2015"	"Tennessee"	"47"	1074	6600299	16.3	16.5
	"2015"	"2015"	"Texas"	"48"	1350	27469114	4.9	4.9
	"2015"	"2015"	"Utah"	"49"	463	2995919	15.5	16.5
	"2015"	"2015"	"Vermont"	"50"	83	626042	13.3	14.0
	"2015"	"2015"	"Virginia"	"51"	832	8382993	9.9	10.0
	"2015"	"2015"	"Washington"	"53"	716	7170351	10.0	9.6
	"2015"	"2015"	"West Virginia"	"54"	664	1844128	36.0	38.1
	"2015"	"2015"	"Wisconsin"	"55"	633	5771337	11.0	11.3
	"2015"	"2015"	"Wyoming"	"56"	48	586107	8.2	8.3
	"2016"	"2016"	"Alabama"	"01"	351	4863300	7.2	7.7
	"2016"	"2016"	"Alaska"	"02"	101	741894	13.6	13.5
	"2016"	"2016"	"Arizona"	"04"	806	6931071	11.6	11.9
	"2016"	"2016"	"Arkansas"	"05"	175	2988248	5.9	6.1
	"2016"	"2016"	"California"	"06"	2146	39250017	5.5	5.2
	"2016"	"2016"	"Colorado"	"08"	560	5540545	10.1	9.9
	"2016"	"2016"	"Connecticut"	"09"	868	3576452	24.3	24.8
	"2016"	"2016"	"Delaware"	"10"	159	952065	16.7	17.4
	"2016"	"2016"	"District of Columbia"	"11"	213	681170	31.3	30.6
	"2016"	"2016"	"Florida"	"12"	2847	20612439	13.8	14.6
	"2016"	"2016"	"Georgia"	"13"	944	10310371	9.2	9.1
	"2016"	"2016"	"Hawaii"	"15"	82	1428557	5.7	5.5
	"2016"	"2016"	"Idaho"	"16"	122	1683140	7.2	7.6
	"2016"	"2016"	"Illinois"	"17"	2013	12801539	15.7	15.8
	"2016"	"2016"	"Indiana"	"18"	828	6633053	12.5	13.1
	"2016"	"2016"	"Iowa"	"19"	195	3134693	6.2	6.6
	"2016"	"2016"	"Kansas"	"20"	164	2907289	5.6	5.7
	"2016"	"2016"	"Kentucky"	"21"	1012	4436974	22.8	24.1
	"2016"	"2016"	"Louisiana"	"22"	359	4681666	7.7	8.0
	"2016"	"2016"	"Maine"	"23"	306	1331479	23.0	25.6
	"2016"	"2016"	"Maryland"	"24"	1847	6016447	30.7	30.1
	"2016"	"2016"	"Massachusetts"	"25"	2025	6811779	29.7	30.2
	"2016"	"2016"	"Michigan"	"26"	1795	9928300	18.1	18.9
	"2016"	"2016"	"Minnesota"	"27"	404	5519952	7.3	7.5
	"2016"	"2016"	"Mississippi"	"28"	184	2988726	6.2	6.3
	"2016"	"2016"	"Missouri"	"29"	940	6093000	15.4	16.3
	"2016"	"2016"	"Montana"	"30"	43	1042520	4.1	4.2
	"2016"	"2016"	"Nebraska"	"31"	47	1907116	2.5	2.5
	"2016"	"2016"	"Nevada"	"32"	455	2940058	15.5	14.8
	"2016"	"2016"	"New Hampshire"	"33"	445	1334795	33.3	36.3
	"2016"	"2016"	"New Jersey"	"34"	1465	8944469	16.4	16.5
	"2016"	"2016"	"New Mexico"	"35"	368	2081015	17.7	18.3
	"2016"	"2016"	"New York"	"36"	3088	19745289	15.6	15.4
	"2016"	"2016"	"North Carolina"	"37"	1544	10146788	15.2	15.7
	"2016"	"2016"	"North Dakota"	"38"	55	757952	7.3	7.7
	"2016"	"2016"	"Ohio"	"39"	3688	11614373	31.8	33.6
	"2016"	"2016"	"Oklahoma"	"40"	452	3923561	11.5	11.8
	"2016"	"2016"	"Oregon"	"41"	324	4093465	7.9	7.9
	"2016"	"2016"	"Pennsylvania"	"42"	2264	12784227	17.7	18.8
	"2016"	"2016"	"Rhode Island"	"44"	281	1056426	26.6	26.8
	"2016"	"2016"	"South Carolina"	"45"	657	4961119	13.2	13.6
	"2016"	"2016"	"South Dakota"	"46"	44	865454	5.1	5.2
	"2016"	"2016"	"Tennessee"	"47"	1236	6651194	18.6	18.8
	"2016"	"2016"	"Texas"	"48"	1434	27862596	5.1	5.1
	"2016"	"2016"	"Utah"	"49"	483	3051217	15.8	17.0
	"2016"	"2016"	"Vermont"	"50"	103	624594	16.5	18.7
	"2016"	"2016"	"Virginia"	"51"	1145	8411808	13.6	13.7
	"2016"	"2016"	"Washington"	"53"	730	7288000	10.0	9.6
	"2016"	"2016"	"West Virginia"	"54"	765	1831102	41.8	45.2
	"2016"	"2016"	"Wisconsin"	"55"	877	5778708	15.2	16.0
	"2016"	"2016"	"Wyoming"	"56"	52	585501	8.9	9.1
	"2017"	"2017"	"Alabama"	"01"	434	4874747	8.9	9.3
	"2017"	"2017"	"Alaska"	"02"	109	739795	14.7	14.9
	"2017"	"2017"	"Arizona"	"04"	970	7016270	13.8	14.1
	"2017"	"2017"	"Arkansas"	"05"	200	3004279	6.7	6.8
	"2017"	"2017"	"California"	"06"	2341	39536653	5.9	5.6
	"2017"	"2017"	"Colorado"	"08"	600	5607154	10.7	10.4
	"2017"	"2017"	"Connecticut"	"09"	967	3588184	26.9	28.0
	"2017"	"2017"	"Delaware"	"10"	256	961939	26.6	28.6
	"2017"	"2017"	"District of Columbia"	"11"	246	693972	35.4	35.1
	"2017"	"2017"	"Florida"	"12"	3313	20984400	15.8	16.6
	"2017"	"2017"	"Georgia"	"13"	1056	10429379	10.1	10.1
	"2017"	"2017"	"Hawaii"	"15"	55	1427538	3.9	3.4
	"2017"	"2017"	"Idaho"	"16"	108	1716943	6.3	6.6
	"2017"	"2017"	"Illinois"	"17"	2252	12802023	17.6	17.6
	"2017"	"2017"	"Indiana"	"18"	1211	6666818	18.2	19.3
	"2017"	"2017"	"Iowa"	"19"	214	3145711	6.8	7.2
	"2017"	"2017"	"Kansas"	"20"	159	2913123	5.5	5.6
	"2017"	"2017"	"Kentucky"	"21"	1190	4454189	26.7	28.6
	"2017"	"2017"	"Louisiana"	"22"	437	4684333	9.3	9.8
	"2017"	"2017"	"Maine"	"23"	364	1335907	27.2	30.3
	"2017"	"2017"	"Maryland"	"24"	2012	6052177	33.2	32.6
	"2017"	"2017"	"Massachusetts"	"25"	1940	6859819	28.3	28.6
	"2017"	"2017"	"Michigan"	"26"	2074	9962311	20.8	21.6
	"2017"	"2017"	"Minnesota"	"27"	436	5576606	7.8	8.0
	"2017"	"2017"	"Mississippi"	"28"	191	2984100	6.4	6.7
	"2017"	"2017"	"Missouri"	"29"	984	6113532	16.1	17.0
	"2017"	"2017"	"Montana"	"30"	38	1050493	3.6	3.6
	"2017"	"2017"	"Nebraska"	"31"	61	1920076	3.2	3.2
	"2017"	"2017"	"Nevada"	"32"	450	2998039	15.0	14.4
	"2017"	"2017"	"New Hampshire"	"33"	430	1342795	32.0	34.4
	"2017"	"2017"	"New Jersey"	"34"	2007	9005644	22.3	22.4
	"2017"	"2017"	"New Mexico"	"35"	357	2088070	17.1	17.9
	"2017"	"2017"	"New York"	"36"	3300	19849399	16.6	16.5
	"2017"	"2017"	"North Carolina"	"37"	1972	10273419	19.2	20.0
	"2017"	"2017"	"North Dakota"	"38"	36	755393	4.8	4.9
	"2017"	"2017"	"Ohio"	"39"	4379	11658609	37.6	40.0
	"2017"	"2017"	"Oklahoma"	"40"	401	3930864	10.2	10.6
	"2017"	"2017"	"Oregon"	"41"	353	4142776	8.5	8.3
	"2017"	"2017"	"Pennsylvania"	"42"	2579	12805537	20.1	21.5
	"2017"	"2017"	"Rhode Island"	"44"	281	1059639	26.5	27.3
	"2017"	"2017"	"South Carolina"	"45"	773	5024369	15.4	15.9
	"2017"	"2017"	"South Dakota"	"46"	35	869666	4.0	4.0
	"2017"	"2017"	"Tennessee"	"47"	1299	6715984	19.3	19.7
	"2017"	"2017"	"Texas"	"48"	1529	28304596	5.4	5.4
	"2017"	"2017"	"Utah"	"49"	468	3101833	15.1	15.9
	"2017"	"2017"	"Vermont"	"50"	119	623657	19.1	20.6
	"2017"	"2017"	"Virginia"	"51"	1246	8470020	14.7	14.9
	"2017"	"2017"	"Washington"	"53"	767	7405743	10.4	9.9
	"2017"	"2017"	"West Virginia"	"54"	865	1815857	47.6	51.6
	"2017"	"2017"	"Wisconsin"	"55"	947	5795483	16.3	17.3
	"2017"	"2017"	"Wyoming"	"56"	50	579315	8.6	9.1
	"2018"	"2018"	"Alabama"	"01"	392	4887871	8.0	8.5
	"2018"	"2018"	"Alaska"	"02"	82	737438	11.1	10.6
	"2018"	"2018"	"Arizona"	"04"	1159	7171646	16.2	16.6
	"2018"	"2018"	"Arkansas"	"05"	217	3013825	7.2	7.7
	"2018"	"2018"	"California"	"06"	2544	39557045	6.4	6.1
	"2018"	"2018"	"Colorado"	"08"	602	5695564	10.6	10.0
	"2018"	"2018"	"Connecticut"	"09"	961	3572665	26.9	27.9
	"2018"	"2018"	"Delaware"	"10"	358	967171	37.0	39.7
	"2018"	"2018"	"District of Columbia"	"11"	192	702455	27.3	26.8
	"2018"	"2018"	"Florida"	"12"	3260	21299325	15.3	16.1
	"2018"	"2018"	"Georgia"	"13"	904	10519475	8.6	8.6
	"2018"	"2018"	"Hawaii"	"15"	61	1420491	4.3	4.3
	"2018"	"2018"	"Idaho"	"16"	126	1754208	7.2	7.4
	"2018"	"2018"	"Illinois"	"17"	2215	12741080	17.4	17.4
	"2018"	"2018"	"Indiana"	"18"	1142	6691878	17.1	18.0
	"2018"	"2018"	"Iowa"	"19"	151	3156145	4.8	5.1
	"2018"	"2018"	"Kansas"	"20"	168	2911505	5.8	6.0
	"2018"	"2018"	"Kentucky"	"21"	1012	4468402	22.6	23.9
	"2018"	"2018"	"Louisiana"	"22"	465	4659978	10.0	10.4
	"2018"	"2018"	"Maine"	"23"	287	1338404	21.4	23.9
	"2018"	"2018"	"Maryland"	"24"	2123	6042718	35.1	34.3
	"2018"	"2018"	"Massachusetts"	"25"	2010	6902149	29.1	29.6
	"2018"	"2018"	"Michigan"	"26"	2043	9995915	20.4	21.2
	"2018"	"2018"	"Minnesota"	"27"	352	5611179	6.3	6.4
	"2018"	"2018"	"Mississippi"	"28"	177	2986530	5.9	6.2
	"2018"	"2018"	"Missouri"	"29"	1185	6126452	19.3	20.5
	"2018"	"2018"	"Montana"	"30"	64	1062305	6.0	6.2
	"2018"	"2018"	"Nebraska"	"31"	66	1929268	3.4	3.5
	"2018"	"2018"	"Nevada"	"32"	399	3034392	13.1	12.3
	"2018"	"2018"	"New Hampshire"	"33"	421	1356458	31.0	33.7
	"2018"	"2018"	"New Jersey"	"34"	2618	8908520	29.4	30.0
	"2018"	"2018"	"New Mexico"	"35"	359	2095428	17.1	17.7
	"2018"	"2018"	"New York"	"36"	3065	19542209	15.7	15.5
	"2018"	"2018"	"North Carolina"	"37"	1806	10383620	17.4	18.1
	"2018"	"2018"	"North Dakota"	"38"	38	760077	5.0	5.4
	"2018"	"2018"	"Ohio"	"39"	3319	11689442	28.4	30.3
	"2018"	"2018"	"Oklahoma"	"40"	318	3943079	8.1	8.1
	"2018"	"2018"	"Oregon"	"41"	351	4190713	8.4	8.2
	"2018"	"2018"	"Pennsylvania"	"42"	2891	12807060	22.6	24.0
	"2018"	"2018"	"Rhode Island"	"44"	268	1057315	25.3	26.0
	"2018"	"2018"	"South Carolina"	"45"	858	5084127	16.9	17.5
	"2018"	"2018"	"South Dakota"	"46"	29	882235	3.3	3.6
	"2018"	"2018"	"Tennessee"	"47"	1341	6770010	19.8	20.4
	"2018"	"2018"	"Texas"	"48"	1457	28701845	5.1	5.0
	"2018"	"2018"	"Utah"	"49"	458	3161105	14.5	15.5
	"2018"	"2018"	"Vermont"	"50"	128	626299	20.4	22.9
	"2018"	"2018"	"Virginia"	"51"	1212	8517685	14.2	14.5
	"2018"	"2018"	"Washington"	"53"	767	7535591	10.2	9.8
	"2018"	"2018"	"West Virginia"	"54"	739	1805832	40.9	44.4
	"2018"	"2018"	"Wisconsin"	"55"	862	5813568	14.8	15.6
	"2018"	"2018"	"Wyoming"	"56"	43	577737	7.4	7.3
	"2019"	"2019"	"Alabama"	"01"	427	4903185	8.7	9.1
	"2019"	"2019"	"Alaska"	"02"	100	731545	13.7	13.2
	"2019"	"2019"	"Arizona"	"04"	1324	7278717	18.2	18.9
	"2019"	"2019"	"Arkansas"	"05"	208	3017804	6.9	7.3
	"2019"	"2019"	"California"	"06"	3364	39512223	8.5	8.2
	"2019"	"2019"	"Colorado"	"08"	676	5758736	11.7	11.3
	"2019"	"2019"	"Connecticut"	"09"	1119	3565287	31.4	32.2
	"2019"	"2019"	"Delaware"	"10"	390	973764	40.1	43.2
	"2019"	"2019"	"District of Columbia"	"11"	247	705749	35.0	34.2
	"2019"	"2019"	"Florida"	"12"	3843	21477737	17.9	19.0
	"2019"	"2019"	"Georgia"	"13"	902	10617423	8.5	8.5
	"2019"	"2019"	"Hawaii"	"15"	56	1415872	4.0	3.6
	"2019"	"2019"	"Idaho"	"16"	142	1787065	7.9	8.1
	"2019"	"2019"	"Illinois"	"17"	2281	12671821	18.0	18.0
	"2019"	"2019"	"Indiana"	"18"	1296	6732219	19.3	20.6
	"2019"	"2019"	"Iowa"	"19"	174	3155070	5.5	5.8
	"2019"	"2019"	"Kansas"	"20"	199	2913314	6.8	7.2
	"2019"	"2019"	"Kentucky"	"21"	1063	4467673	23.8	25.2
	"2019"	"2019"	"Louisiana"	"22"	581	4648794	12.5	13.0
	"2019"	"2019"	"Maine"	"23"	325	1344212	24.2	26.5
	"2019"	"2019"	"Maryland"	"24"	2144	6045680	35.5	34.7
	"2019"	"2019"	"Massachusetts"	"25"	1996	6892503	29.0	29.3
	"2019"	"2019"	"Michigan"	"26"	1813	9986857	18.2	18.8
	"2019"	"2019"	"Minnesota"	"27"	435	5639632	7.7	7.9
	"2019"	"2019"	"Mississippi"	"28"	249	2976149	8.4	8.7
	"2019"	"2019"	"Missouri"	"29"	1137	6137428	18.5	19.5
	"2019"	"2019"	"Montana"	"30"	73	1068778	6.8	7.4
	"2019"	"2019"	"Nebraska"	"31"	73	1934408	3.8	3.8
	"2019"	"2019"	"Nevada"	"32"	397	3080156	12.9	12.4
	"2019"	"2019"	"New Hampshire"	"33"	373	1359711	27.4	29.8
	"2019"	"2019"	"New Jersey"	"34"	2544	8882190	28.6	28.9
	"2019"	"2019"	"New Mexico"	"35"	410	2096829	19.6	20.8
	"2019"	"2019"	"New York"	"36"	3015	19453561	15.5	15.3
	"2019"	"2019"	"North Carolina"	"37"	1838	10488084	17.5	18.3
	"2019"	"2019"	"North Dakota"	"38"	43	762062	5.6	5.9
	"2019"	"2019"	"Ohio"	"39"	3553	11689100	30.4	32.3
	"2019"	"2019"	"Oklahoma"	"40"	274	3956971	6.9	7.1
	"2019"	"2019"	"Oregon"	"41"	338	4217737	8.0	7.8
	"2019"	"2019"	"Pennsylvania"	"42"	3073	12801989	24.0	25.4
	"2019"	"2019"	"Rhode Island"	"44"	243	1059361	22.9	23.6
	"2019"	"2019"	"South Carolina"	"45"	883	5148714	17.1	18.0
	"2019"	"2019"	"South Dakota"	"46"	39	884659	4.4	4.5
	"2019"	"2019"	"Tennessee"	"47"	1593	6829174	23.3	24.0
	"2019"	"2019"	"Texas"	"48"	1562	28995881	5.4	5.4
	"2019"	"2019"	"Utah"	"49"	415	3205958	12.9	13.9
	"2019"	"2019"	"Vermont"	"50"	117	623989	18.8	21.0
	"2019"	"2019"	"Virginia"	"51"	1284	8535519	15.0	15.3
	"2019"	"2019"	"Washington"	"53"	853	7614893	11.2	10.8
	"2019"	"2019"	"West Virginia"	"54"	704	1792147	39.3	43.2
	"2019"	"2019"	"Wisconsin"	"55"	938	5822434	16.1	16.8
	"2019"	"2019"	"Wyoming"	"56"	52	578759	9.0	9.0
"---"
"Dataset: Multiple Cause of Death, 1999-2019"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Group By: Year; State"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Mar 24, 2021 8:31:55 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2019 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2019, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Mar 24, 2021 8:31:55 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2000 Standard Population."
"8. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Age-Adjusted Rates."
"9. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"10. The population figures for year 2019 are bridged-race estimates of the July 1 resident population, from the Vintage 2019"
"postcensal series released by NCHS on July 9, 2020. The population figures for year 2018 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2018 postcensal series released by NCHS on June 25, 2019. The population figures for"
"year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017 postcensal series released by NCHS"
"on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The"
"population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal"
"series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13,"
"2013. Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"12. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
