"Notes"	"Year"	"Year Code"	"State"	"State Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"2009"	"2009"	"South Carolina"	"45"	"All other non-drug and non-alcohol causes"	"O"	40371	4589872	879.6
	"2009"	"2009"	"South Dakota"	"46"	"Drug-induced causes"	"D"	1234	807067	152.9
	"2009"	"2009"	"South Dakota"	"46"	"Alcohol-induced causes"	"A"	171	807067	21.2
	"2009"	"2009"	"South Dakota"	"46"	"All other non-drug and non-alcohol causes"	"O"	6902	807067	855.2
	"2009"	"2009"	"Tennessee"	"47"	"Drug-induced causes"	"D"	1853	6306019	29.4
	"2009"	"2009"	"Tennessee"	"47"	"Alcohol-induced causes"	"A"	1014	6306019	16.1
	"2009"	"2009"	"Tennessee"	"47"	"All other non-drug and non-alcohol causes"	"O"	58155	6306019	922.2
	"2009"	"2009"	"Texas"	"48"	"Drug-induced causes"	"D"	22850	24801761	92.1
	"2009"	"2009"	"Texas"	"48"	"Alcohol-induced causes"	"A"	2860	24801761	11.5
	"2009"	"2009"	"Texas"	"48"	"All other non-drug and non-alcohol causes"	"O"	162903	24801761	656.8
	"2009"	"2009"	"Utah"	"49"	"Drug-induced causes"	"D"	2149	2723421	78.9
	"2009"	"2009"	"Utah"	"49"	"Alcohol-induced causes"	"A"	329	2723421	12.1
	"2009"	"2009"	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	14080	2723421	517.0
	"2009"	"2009"	"Vermont"	"50"	"Drug-induced causes"	"D"	1137	624817	182.0
	"2009"	"2009"	"Vermont"	"50"	"Alcohol-induced causes"	"A"	143	624817	22.9
	"2009"	"2009"	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	5025	624817	804.2
	"2009"	"2009"	"Virginia"	"51"	"Drug-induced causes"	"D"	1257	7925937	15.9
	"2009"	"2009"	"Virginia"	"51"	"Alcohol-induced causes"	"A"	808	7925937	10.2
	"2009"	"2009"	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	58532	7925937	738.5
	"2009"	"2009"	"Washington"	"53"	"Drug-induced causes"	"D"	9476	6667426	142.1
	"2009"	"2009"	"Washington"	"53"	"Alcohol-induced causes"	"A"	1715	6667426	25.7
	"2009"	"2009"	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	48092	6667426	721.3
	"2009"	"2009"	"West Virginia"	"54"	"Drug-induced causes"	"D"	590	1847775	31.9
	"2009"	"2009"	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	345	1847775	18.7
	"2009"	"2009"	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	21354	1847775	1155.7
	"2009"	"2009"	"Wisconsin"	"55"	"Drug-induced causes"	"D"	8146	5669264	143.7
	"2009"	"2009"	"Wisconsin"	"55"	"Alcohol-induced causes"	"A"	987	5669264	17.4
	"2009"	"2009"	"Wisconsin"	"55"	"All other non-drug and non-alcohol causes"	"O"	45572	5669264	803.8
	"2009"	"2009"	"Wyoming"	"56"	"Drug-induced causes"	"D"	901	559851	160.9
	"2009"	"2009"	"Wyoming"	"56"	"Alcohol-induced causes"	"A"	152	559851	27.2
	"2009"	"2009"	"Wyoming"	"56"	"All other non-drug and non-alcohol causes"	"O"	4265	559851	761.8
	"2010"	"2010"	"Alabama"	"01"	"Drug-induced causes"	"D"	1012	4779736	21.2
	"2010"	"2010"	"Alabama"	"01"	"Alcohol-induced causes"	"A"	473	4779736	9.9
	"2010"	"2010"	"Alabama"	"01"	"All other non-drug and non-alcohol causes"	"O"	47957	4779736	1003.3
	"2010"	"2010"	"Alaska"	"02"	"Drug-induced causes"	"D"	189	710231	26.6
	"2010"	"2010"	"Alaska"	"02"	"Alcohol-induced causes"	"A"	191	710231	26.9
	"2010"	"2010"	"Alaska"	"02"	"All other non-drug and non-alcohol causes"	"O"	3688	710231	519.3
	"2010"	"2010"	"Arizona"	"04"	"Drug-induced causes"	"D"	6686	6392017	104.6
	"2010"	"2010"	"Arizona"	"04"	"Alcohol-induced causes"	"A"	1547	6392017	24.2
	"2010"	"2010"	"Arizona"	"04"	"All other non-drug and non-alcohol causes"	"O"	46403	6392017	726.0
	"2010"	"2010"	"Arkansas"	"05"	"Drug-induced causes"	"D"	3831	2915918	131.4
	"2010"	"2010"	"Arkansas"	"05"	"Alcohol-induced causes"	"A"	393	2915918	13.5
	"2010"	"2010"	"Arkansas"	"05"	"All other non-drug and non-alcohol causes"	"O"	28875	2915918	990.3
	"2010"	"2010"	"California"	"06"	"Drug-induced causes"	"D"	7577	37253956	20.3
	"2010"	"2010"	"California"	"06"	"Alcohol-induced causes"	"A"	7366	37253956	19.8
	"2010"	"2010"	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	233242	37253956	626.1
	"2010"	"2010"	"Colorado"	"08"	"Drug-induced causes"	"D"	2020	5029196	40.2
	"2010"	"2010"	"Colorado"	"08"	"Alcohol-induced causes"	"A"	1462	5029196	29.1
	"2010"	"2010"	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	31203	5029196	620.4
	"2010"	"2010"	"Connecticut"	"09"	"Drug-induced causes"	"D"	3456	3574097	96.7
	"2010"	"2010"	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	438	3574097	12.3
	"2010"	"2010"	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	28662	3574097	801.9
	"2010"	"2010"	"Delaware"	"10"	"Drug-induced causes"	"D"	1238	897934	137.9
	"2010"	"2010"	"Delaware"	"10"	"Alcohol-induced causes"	"A"	191	897934	21.3
	"2010"	"2010"	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	7679	897934	855.2
	"2010"	"2010"	"District of Columbia"	"11"	"Drug-induced causes"	"D"	453	601723	75.3
	"2010"	"2010"	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	171	601723	28.4
	"2010"	"2010"	"District of Columbia"	"11"	"All other non-drug and non-alcohol causes"	"O"	4643	601723	771.6
	"2010"	"2010"	"Florida"	"12"	"Drug-induced causes"	"D"	20946	18801310	111.4
	"2010"	"2010"	"Florida"	"12"	"Alcohol-induced causes"	"A"	3156	18801310	16.8
	"2010"	"2010"	"Florida"	"12"	"All other non-drug and non-alcohol causes"	"O"	173112	18801310	920.7
	"2010"	"2010"	"Georgia"	"13"	"Drug-induced causes"	"D"	8121	9687653	83.8
	"2010"	"2010"	"Georgia"	"13"	"Alcohol-induced causes"	"A"	1164	9687653	12.0
	"2010"	"2010"	"Georgia"	"13"	"All other non-drug and non-alcohol causes"	"O"	71044	9687653	733.3
	"2010"	"2010"	"Hawaii"	"15"	"Drug-induced causes"	"D"	1342	1360301	98.7
	"2010"	"2010"	"Hawaii"	"15"	"Alcohol-induced causes"	"A"	191	1360301	14.0
	"2010"	"2010"	"Hawaii"	"15"	"All other non-drug and non-alcohol causes"	"O"	9597	1360301	705.5
	"2010"	"2010"	"Idaho"	"16"	"Drug-induced causes"	"D"	2376	1567582	151.6
	"2010"	"2010"	"Idaho"	"16"	"Alcohol-induced causes"	"A"	328	1567582	20.9
	"2010"	"2010"	"Idaho"	"16"	"All other non-drug and non-alcohol causes"	"O"	11402	1567582	727.4
	"2010"	"2010"	"Illinois"	"17"	"Drug-induced causes"	"D"	11933	12830632	93.0
	"2010"	"2010"	"Illinois"	"17"	"Alcohol-induced causes"	"A"	1429	12830632	11.1
	"2010"	"2010"	"Illinois"	"17"	"All other non-drug and non-alcohol causes"	"O"	99666	12830632	776.8
	"2010"	"2010"	"Indiana"	"18"	"Drug-induced causes"	"D"	8116	6483802	125.2
	"2010"	"2010"	"Indiana"	"18"	"Alcohol-induced causes"	"A"	781	6483802	12.0
	"2010"	"2010"	"Indiana"	"18"	"All other non-drug and non-alcohol causes"	"O"	56601	6483802	873.0
	"2010"	"2010"	"Iowa"	"19"	"Drug-induced causes"	"D"	736	3046355	24.2
	"2010"	"2010"	"Iowa"	"19"	"Alcohol-induced causes"	"A"	495	3046355	16.2
	"2010"	"2010"	"Iowa"	"19"	"All other non-drug and non-alcohol causes"	"O"	27686	3046355	908.8
	"2010"	"2010"	"Kansas"	"20"	"Drug-induced causes"	"D"	3708	2853118	130.0
	"2010"	"2010"	"Kansas"	"20"	"Alcohol-induced causes"	"A"	420	2853118	14.7
	"2010"	"2010"	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	24435	2853118	856.4
	"2010"	"2010"	"Kentucky"	"21"	"Drug-induced causes"	"D"	4753	4339367	109.5
	"2010"	"2010"	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	814	4339367	18.8
	"2010"	"2010"	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	41921	4339367	966.1
	"2010"	"2010"	"Louisiana"	"22"	"Drug-induced causes"	"D"	2577	4533372	56.8
	"2010"	"2010"	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	515	4533372	11.4
	"2010"	"2010"	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	40611	4533372	895.8
	"2010"	"2010"	"Maine"	"23"	"Drug-induced causes"	"D"	329	1328361	24.8
	"2010"	"2010"	"Maine"	"23"	"Alcohol-induced causes"	"A"	260	1328361	19.6
	"2010"	"2010"	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	12710	1328361	956.8
	"2010"	"2010"	"Maryland"	"24"	"Drug-induced causes"	"D"	5941	5773552	102.9
	"2010"	"2010"	"Maryland"	"24"	"Alcohol-induced causes"	"A"	714	5773552	12.4
	"2010"	"2010"	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	43234	5773552	748.8
	"2010"	"2010"	"Massachusetts"	"25"	"Drug-induced causes"	"D"	1244	6547629	19.0
	"2010"	"2010"	"Massachusetts"	"25"	"Alcohol-induced causes"	"A"	931	6547629	14.2
	"2010"	"2010"	"Massachusetts"	"25"	"All other non-drug and non-alcohol causes"	"O"	52401	6547629	800.3
	"2010"	"2010"	"Michigan"	"26"	"Drug-induced causes"	"D"	15538	9883640	157.2
	"2010"	"2010"	"Michigan"	"26"	"Alcohol-induced causes"	"A"	1681	9883640	17.0
	"2010"	"2010"	"Michigan"	"26"	"All other non-drug and non-alcohol causes"	"O"	87471	9883640	885.0
	"2010"	"2010"	"Minnesota"	"27"	"Drug-induced causes"	"D"	1218	5303925	23.0
	"2010"	"2010"	"Minnesota"	"27"	"Alcohol-induced causes"	"A"	1064	5303925	20.1
	"2010"	"2010"	"Minnesota"	"27"	"All other non-drug and non-alcohol causes"	"O"	38872	5303925	732.9
	"2010"	"2010"	"Mississippi"	"28"	"Drug-induced causes"	"D"	551	2967297	18.6
	"2010"	"2010"	"Mississippi"	"28"	"Alcohol-induced causes"	"A"	382	2967297	12.9
	"2010"	"2010"	"Mississippi"	"28"	"All other non-drug and non-alcohol causes"	"O"	28952	2967297	975.7
	"2010"	"2010"	"Missouri"	"29"	"Drug-induced causes"	"D"	8714	5988927	145.5
	"2010"	"2010"	"Missouri"	"29"	"Alcohol-induced causes"	"A"	889	5988927	14.8
	"2010"	"2010"	"Missouri"	"29"	"All other non-drug and non-alcohol causes"	"O"	55159	5988927	921.0
	"2010"	"2010"	"Montana"	"30"	"Drug-induced causes"	"D"	1858	989415	187.8
	"2010"	"2010"	"Montana"	"30"	"Alcohol-induced causes"	"A"	296	989415	29.9
	"2010"	"2010"	"Montana"	"30"	"All other non-drug and non-alcohol causes"	"O"	8782	989415	887.6
	"2010"	"2010"	"Nebraska"	"31"	"Drug-induced causes"	"D"	2712	1826341	148.5
	"2010"	"2010"	"Nebraska"	"31"	"Alcohol-induced causes"	"A"	240	1826341	13.1
	"2010"	"2010"	"Nebraska"	"31"	"All other non-drug and non-alcohol causes"	"O"	15139	1826341	828.9
	"2010"	"2010"	"Nevada"	"32"	"Drug-induced causes"	"D"	2449	2700551	90.7
	"2010"	"2010"	"Nevada"	"32"	"Alcohol-induced causes"	"A"	638	2700551	23.6
	"2010"	"2010"	"Nevada"	"32"	"All other non-drug and non-alcohol causes"	"O"	19488	2700551	721.6
	"2010"	"2010"	"New Hampshire"	"33"	"Drug-induced causes"	"D"	1882	1316470	143.0
	"2010"	"2010"	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	249	1316470	18.9
	"2010"	"2010"	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	10151	1316470	771.1
	"2010"	"2010"	"New Jersey"	"34"	"Drug-induced causes"	"D"	10378	8791894	118.0
	"2010"	"2010"	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	983	8791894	11.2
	"2010"	"2010"	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	69362	8791894	788.9
	"2010"	"2010"	"New Mexico"	"35"	"Drug-induced causes"	"D"	2839	2059179	137.9
	"2010"	"2010"	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	743	2059179	36.1
	"2010"	"2010"	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	15804	2059179	767.5
	"2010"	"2010"	"New York"	"36"	"Drug-induced causes"	"D"	17678	19378102	91.2
	"2010"	"2010"	"New York"	"36"	"Alcohol-induced causes"	"A"	2354	19378102	12.1
	"2010"	"2010"	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	146045	19378102	753.7
	"2010"	"2010"	"North Carolina"	"37"	"Drug-induced causes"	"D"	3371	9535483	35.4
	"2010"	"2010"	"North Carolina"	"37"	"Alcohol-induced causes"	"A"	1649	9535483	17.3
	"2010"	"2010"	"North Carolina"	"37"	"All other non-drug and non-alcohol causes"	"O"	78609	9535483	824.4
	"2010"	"2010"	"North Dakota"	"38"	"Drug-induced causes"	"D"	1103	672591	164.0
	"2010"	"2010"	"North Dakota"	"38"	"Alcohol-induced causes"	"A"	169	672591	25.1
	"2010"	"2010"	"North Dakota"	"38"	"All other non-drug and non-alcohol causes"	"O"	5930	672591	881.7
	"2010"	"2010"	"Ohio"	"39"	"Drug-induced causes"	"D"	17997	11536504	156.0
	"2010"	"2010"	"Ohio"	"39"	"Alcohol-induced causes"	"A"	2009	11536504	17.4
	"2010"	"2010"	"Ohio"	"39"	"All other non-drug and non-alcohol causes"	"O"	108498	11536504	940.5
	"2010"	"2010"	"Oklahoma"	"40"	"Drug-induced causes"	"D"	5451	3751351	145.3
	"2010"	"2010"	"Oklahoma"	"40"	"Alcohol-induced causes"	"A"	854	3751351	22.8
	"2010"	"2010"	"Oklahoma"	"40"	"All other non-drug and non-alcohol causes"	"O"	36358	3751351	969.2
	"2010"	"2010"	"Oregon"	"41"	"Drug-induced causes"	"D"	7450	3831074	194.5
	"2010"	"2010"	"Oregon"	"41"	"Alcohol-induced causes"	"A"	1124	3831074	29.3
	"2010"	"2010"	"Oregon"	"41"	"All other non-drug and non-alcohol causes"	"O"	31705	3831074	827.6
	"2010"	"2010"	"Pennsylvania"	"42"	"Drug-induced causes"	"D"	14111	12702379	111.1
	"2010"	"2010"	"Pennsylvania"	"42"	"Alcohol-induced causes"	"A"	1446	12702379	11.4
	"2010"	"2010"	"Pennsylvania"	"42"	"All other non-drug and non-alcohol causes"	"O"	124376	12702379	979.2
	"2010"	"2010"	"Rhode Island"	"44"	"Drug-induced causes"	"D"	1592	1052567	151.2
	"2010"	"2010"	"Rhode Island"	"44"	"Alcohol-induced causes"	"A"	220	1052567	20.9
	"2010"	"2010"	"Rhode Island"	"44"	"All other non-drug and non-alcohol causes"	"O"	9549	1052567	907.2
	"2010"	"2010"	"South Carolina"	"45"	"Drug-induced causes"	"D"	6324	4625364	136.7
	"2010"	"2010"	"South Carolina"	"45"	"Alcohol-induced causes"	"A"	770	4625364	16.6
	"2010"	"2010"	"South Carolina"	"45"	"All other non-drug and non-alcohol causes"	"O"	41538	4625364	898.0
	"2010"	"2010"	"South Dakota"	"46"	"Drug-induced causes"	"D"	1215	814180	149.2
	"2010"	"2010"	"South Dakota"	"46"	"Alcohol-induced causes"	"A"	197	814180	24.2
	"2010"	"2010"	"South Dakota"	"46"	"All other non-drug and non-alcohol causes"	"O"	7081	814180	869.7
	"2010"	"2010"	"Tennessee"	"47"	"Drug-induced causes"	"D"	2004	6346105	31.6
	"2010"	"2010"	"Tennessee"	"47"	"Alcohol-induced causes"	"A"	1057	6346105	16.7
	"2010"	"2010"	"Tennessee"	"47"	"All other non-drug and non-alcohol causes"	"O"	59430	6346105	936.5
	"2010"	"2010"	"Texas"	"48"	"Drug-induced causes"	"D"	23048	25145561	91.7
	"2010"	"2010"	"Texas"	"48"	"Alcohol-induced causes"	"A"	3103	25145561	12.3
	"2010"	"2010"	"Texas"	"48"	"All other non-drug and non-alcohol causes"	"O"	166083	25145561	660.5
	"2010"	"2010"	"Utah"	"49"	"Drug-induced causes"	"D"	2051	2763885	74.2
	"2010"	"2010"	"Utah"	"49"	"Alcohol-induced causes"	"A"	352	2763885	12.7
	"2010"	"2010"	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	14715	2763885	532.4
	"2010"	"2010"	"Vermont"	"50"	"Drug-induced causes"	"D"	1237	625741	197.7
	"2010"	"2010"	"Vermont"	"50"	"Alcohol-induced causes"	"A"	133	625741	21.3
	"2010"	"2010"	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	5366	625741	857.5
	"2010"	"2010"	"Virginia"	"51"	"Drug-induced causes"	"D"	1056	8001024	13.2
	"2010"	"2010"	"Virginia"	"51"	"Alcohol-induced causes"	"A"	770	8001024	9.6
	"2010"	"2010"	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	58913	8001024	736.3
	"2010"	"2010"	"Washington"	"53"	"Drug-induced causes"	"D"	9591	6724540	142.6
	"2010"	"2010"	"Washington"	"53"	"Alcohol-induced causes"	"A"	1631	6724540	24.3
	"2010"	"2010"	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	47992	6724540	713.7
	"2010"	"2010"	"West Virginia"	"54"	"Drug-induced causes"	"D"	979	1852994	52.8
	"2010"	"2010"	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	452	1852994	24.4
	"2010"	"2010"	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	21253	1852994	1147.0
	"2010"	"2010"	"Wisconsin"	"55"	"Drug-induced causes"	"D"	8607	5686986	151.3
	"2010"	"2010"	"Wisconsin"	"55"	"Alcohol-induced causes"	"A"	1068	5686986	18.8
	"2010"	"2010"	"Wisconsin"	"55"	"All other non-drug and non-alcohol causes"	"O"	47177	5686986	829.6
	"2010"	"2010"	"Wyoming"	"56"	"Drug-induced causes"	"D"	994	563626	176.4
	"2010"	"2010"	"Wyoming"	"56"	"Alcohol-induced causes"	"A"	168	563626	29.8
	"2010"	"2010"	"Wyoming"	"56"	"All other non-drug and non-alcohol causes"	"O"	4420	563626	784.2
	"2011"	"2011"	"Alabama"	"01"	"Drug-induced causes"	"D"	1076	4802740	22.4
	"2011"	"2011"	"Alabama"	"01"	"Alcohol-induced causes"	"A"	476	4802740	9.9
	"2011"	"2011"	"Alabama"	"01"	"All other non-drug and non-alcohol causes"	"O"	48586	4802740	1011.6
	"2011"	"2011"	"Alaska"	"02"	"Drug-induced causes"	"D"	216	722718	29.9
	"2011"	"2011"	"Alaska"	"02"	"Alcohol-induced causes"	"A"	236	722718	32.7
	"2011"	"2011"	"Alaska"	"02"	"All other non-drug and non-alcohol causes"	"O"	3816	722718	528.0
	"2011"	"2011"	"Arizona"	"04"	"Drug-induced causes"	"D"	6970	6482505	107.5
	"2011"	"2011"	"Arizona"	"04"	"Alcohol-induced causes"	"A"	1584	6482505	24.4
	"2011"	"2011"	"Arizona"	"04"	"All other non-drug and non-alcohol causes"	"O"	48040	6482505	741.1
	"2011"	"2011"	"Arkansas"	"05"	"Drug-induced causes"	"D"	3938	2937979	134.0
	"2011"	"2011"	"Arkansas"	"05"	"Alcohol-induced causes"	"A"	384	2937979	13.1
	"2011"	"2011"	"Arkansas"	"05"	"All other non-drug and non-alcohol causes"	"O"	29615	2937979	1008.0
	"2011"	"2011"	"California"	"06"	"Drug-induced causes"	"D"	7761	37691912	20.6
	"2011"	"2011"	"California"	"06"	"Alcohol-induced causes"	"A"	7633	37691912	20.3
	"2011"	"2011"	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	239107	37691912	634.4
	"2011"	"2011"	"Colorado"	"08"	"Drug-induced causes"	"D"	2046	5116796	40.0
	"2011"	"2011"	"Colorado"	"08"	"Alcohol-induced causes"	"A"	1435	5116796	28.0
	"2011"	"2011"	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	32322	5116796	631.7
	"2011"	"2011"	"Connecticut"	"09"	"Drug-induced causes"	"D"	3531	3580709	98.6
	"2011"	"2011"	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	416	3580709	11.6
	"2011"	"2011"	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	29486	3580709	823.5
	"2011"	"2011"	"Delaware"	"10"	"Drug-induced causes"	"D"	1274	907135	140.4
	"2011"	"2011"	"Delaware"	"10"	"Alcohol-induced causes"	"A"	161	907135	17.7
	"2011"	"2011"	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	7818	907135	861.8
	"2011"	"2011"	"District of Columbia"	"11"	"Drug-induced causes"	"D"	474	617996	76.7
	"2011"	"2011"	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	141	617996	22.8
	"2011"	"2011"	"District of Columbia"	"11"	"All other non-drug and non-alcohol causes"	"O"	4563	617996	738.4
	"2011"	"2011"	"Florida"	"12"	"Drug-induced causes"	"D"	20750	19057542	108.9
	"2011"	"2011"	"Florida"	"12"	"Alcohol-induced causes"	"A"	3261	19057542	17.1
	"2011"	"2011"	"Florida"	"12"	"All other non-drug and non-alcohol causes"	"O"	173219	19057542	908.9
	"2011"	"2011"	"Georgia"	"13"	"Drug-induced causes"	"D"	7855	9815210	80.0
	"2011"	"2011"	"Georgia"	"13"	"Alcohol-induced causes"	"A"	1131	9815210	11.5
	"2011"	"2011"	"Georgia"	"13"	"All other non-drug and non-alcohol causes"	"O"	71069	9815210	724.1
	"2011"	"2011"	"Hawaii"	"15"	"Drug-induced causes"	"D"	1429	1374810	103.9
	"2011"	"2011"	"Hawaii"	"15"	"Alcohol-induced causes"	"A"	219	1374810	15.9
	"2011"	"2011"	"Hawaii"	"15"	"All other non-drug and non-alcohol causes"	"O"	9909	1374810	720.8
	"2011"	"2011"	"Idaho"	"16"	"Drug-induced causes"	"D"	2458	1584985	155.1
	"2011"	"2011"	"Idaho"	"16"	"Alcohol-induced causes"	"A"	326	1584985	20.6
	"2011"	"2011"	"Idaho"	"16"	"All other non-drug and non-alcohol causes"	"O"	11984	1584985	756.1
	"2011"	"2011"	"Illinois"	"17"	"Drug-induced causes"	"D"	12174	12869257	94.6
	"2011"	"2011"	"Illinois"	"17"	"Alcohol-induced causes"	"A"	1520	12869257	11.8
	"2011"	"2011"	"Illinois"	"17"	"All other non-drug and non-alcohol causes"	"O"	101631	12869257	789.7
	"2011"	"2011"	"Indiana"	"18"	"Drug-induced causes"	"D"	10546	6516922	161.8
	"2011"	"2011"	"Indiana"	"18"	"Alcohol-induced causes"	"A"	1033	6516922	15.9
	"2011"	"2011"	"Indiana"	"18"	"All other non-drug and non-alcohol causes"	"O"	58100	6516922	891.5
	"2011"	"2011"	"Iowa"	"19"	"Drug-induced causes"	"D"	4636	3062309	151.4
	"2011"	"2011"	"Iowa"	"19"	"Alcohol-induced causes"	"A"	560	3062309	18.3
	"2011"	"2011"	"Iowa"	"19"	"All other non-drug and non-alcohol causes"	"O"	28113	3062309	918.0
	"2011"	"2011"	"Kansas"	"20"	"Drug-induced causes"	"D"	3679	2871238	128.1
	"2011"	"2011"	"Kansas"	"20"	"Alcohol-induced causes"	"A"	454	2871238	15.8
	"2011"	"2011"	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	25041	2871238	872.1
	"2011"	"2011"	"Kentucky"	"21"	"Drug-induced causes"	"D"	8100	4369356	185.4
	"2011"	"2011"	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	739	4369356	16.9
	"2011"	"2011"	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	42540	4369356	973.6
	"2011"	"2011"	"Louisiana"	"22"	"Drug-induced causes"	"D"	2346	4574836	51.3
	"2011"	"2011"	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	446	4574836	9.7
	"2011"	"2011"	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	40830	4574836	892.5
	"2011"	"2011"	"Maine"	"23"	"Drug-induced causes"	"D"	408	1328188	30.7
	"2011"	"2011"	"Maine"	"23"	"Alcohol-induced causes"	"A"	243	1328188	18.3
	"2011"	"2011"	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	12964	1328188	976.1
	"2011"	"2011"	"Maryland"	"24"	"Drug-induced causes"	"D"	5724	5828289	98.2
	"2011"	"2011"	"Maryland"	"24"	"Alcohol-induced causes"	"A"	747	5828289	12.8
	"2011"	"2011"	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	43642	5828289	748.8
	"2011"	"2011"	"Massachusetts"	"25"	"Drug-induced causes"	"D"	1509	6587536	22.9
	"2011"	"2011"	"Massachusetts"	"25"	"Alcohol-induced causes"	"A"	994	6587536	15.1
	"2011"	"2011"	"Massachusetts"	"25"	"All other non-drug and non-alcohol causes"	"O"	53467	6587536	811.6
	"2011"	"2011"	"Michigan"	"26"	"Drug-induced causes"	"D"	16104	9876187	163.1
	"2011"	"2011"	"Michigan"	"26"	"Alcohol-induced causes"	"A"	1664	9876187	16.8
	"2011"	"2011"	"Michigan"	"26"	"All other non-drug and non-alcohol causes"	"O"	89008	9876187	901.2
	"2011"	"2011"	"Minnesota"	"27"	"Drug-induced causes"	"D"	4858	5344861	90.9
	"2011"	"2011"	"Minnesota"	"27"	"Alcohol-induced causes"	"A"	1130	5344861	21.1
	"2011"	"2011"	"Minnesota"	"27"	"All other non-drug and non-alcohol causes"	"O"	39710	5344861	743.0
	"2011"	"2011"	"Mississippi"	"28"	"Drug-induced causes"	"D"	548	2978512	18.4
	"2011"	"2011"	"Mississippi"	"28"	"Alcohol-induced causes"	"A"	371	2978512	12.5
	"2011"	"2011"	"Mississippi"	"28"	"All other non-drug and non-alcohol causes"	"O"	29262	2978512	982.4
	"2011"	"2011"	"Missouri"	"29"	"Drug-induced causes"	"D"	9121	6010688	151.7
	"2011"	"2011"	"Missouri"	"29"	"Alcohol-induced causes"	"A"	866	6010688	14.4
	"2011"	"2011"	"Missouri"	"29"	"All other non-drug and non-alcohol causes"	"O"	55732	6010688	927.2
	"2011"	"2011"	"Montana"	"30"	"Drug-induced causes"	"D"	2008	998199	201.2
	"2011"	"2011"	"Montana"	"30"	"Alcohol-induced causes"	"A"	283	998199	28.4
	"2011"	"2011"	"Montana"	"30"	"All other non-drug and non-alcohol causes"	"O"	9069	998199	908.5
	"2011"	"2011"	"Nebraska"	"31"	"Drug-induced causes"	"D"	2780	1842641	150.9
	"2011"	"2011"	"Nebraska"	"31"	"Alcohol-induced causes"	"A"	247	1842641	13.4
	"2011"	"2011"	"Nebraska"	"31"	"All other non-drug and non-alcohol causes"	"O"	15442	1842641	838.0
	"2011"	"2011"	"Nevada"	"32"	"Drug-induced causes"	"D"	2521	2723322	92.6
	"2011"	"2011"	"Nevada"	"32"	"Alcohol-induced causes"	"A"	640	2723322	23.5
	"2011"	"2011"	"Nevada"	"32"	"All other non-drug and non-alcohol causes"	"O"	20219	2723322	742.4
	"2011"	"2011"	"New Hampshire"	"33"	"Drug-induced causes"	"D"	2099	1318194	159.2
	"2011"	"2011"	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	282	1318194	21.4
